SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\STARTS|,|STARTS\VMS|,|VMS\FINE_STARTS|,|FINE_STARTS\VMS|,|VMS\EKSTAZI|,|EKSTAZI\VMS|,|VMS\FINE_EKSTAZI|,|FINE_EKSTAZI\VMS|,|VMS\CLASSES_ps1c|,|CLASSES_ps1c\VMS|,|VMS\FINE_ps1c|,|FINE_ps1c\VMS|,|VMS\HyRTS_ps1c|,|HyRTS_ps1c\VMS|,|VMS\HyRTS-S_ps1c|,|HyRTS-S_ps1c\VMS|,|VMS\METHODS_ps1c|,|METHODS_ps1c\VMS|,|VMS\METHODS-F_ps1c|,|METHODS-F_ps1c\VMS|,|VMS\METHODS-FA_ps1c|,|METHODS-FA_ps1c\VMS|,|VMS\METHODS-S_ps1c|,|METHODS-S_ps1c\VMS|,|VMS\STARTS+CLASSES_ps1c|,|STARTS+CLASSES_ps1c\VMS|,|VMS\FINE_STARTS+CLASSES_ps1c|,|FINE_STARTS+CLASSES_ps1c\VMS|,|VMS\EKSTAZI+CLASSES_ps1c|,|EKSTAZI+CLASSES_ps1c\VMS|,|VMS\FINE_EKSTAZI+CLASSES_ps1c|,|FINE_EKSTAZI+CLASSES_ps1c\VMS|,|VMS\STARTS+METHODS-S_ps1c|,|STARTS+METHODS-S_ps1c\VMS|,|VMS\FINE_STARTS+METHODS-S_ps1c|,|FINE_STARTS+METHODS-S_ps1c\VMS|,|VMS\EKSTAZI+METHODS-S_ps1c|,|EKSTAZI+METHODS-S_ps1c\VMS|,|VMS\FINE_EKSTAZI+METHODS-S_ps1c|,|FINE_EKSTAZI+METHODS-S_ps1c\VMS|
6cbb3f6b,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
7c44c923,2,0,0,0,0,0,0,0,4,0,4,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69328c8f,2,0,0,0,0,0,0,0,4,0,4,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c472d45d,2,0,0,0,0,0,0,0,4,0,4,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86b22734,2,0,0,0,0,0,0,0,4,0,4,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58f6bdab,2,0,0,0,0,0,0,0,4,0,4,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9c11a596,2,0,0,0,0,0,0,0,4,0,4,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c7f22400,2,0,0,0,0,0,0,0,4,0,4,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ba5b41e2,2,0,0,0,0,0,0,0,4,0,4,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bcd1dc8d,2,0,0,0,2,0,2,0,2,0,4,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
