SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\STARTS|,|STARTS\VMS|,|VMS\FINE_STARTS|,|FINE_STARTS\VMS|,|VMS\EKSTAZI|,|EKSTAZI\VMS|,|VMS\FINE_EKSTAZI|,|FINE_EKSTAZI\VMS|,|VMS\CLASSES_ps1c|,|CLASSES_ps1c\VMS|,|VMS\FINE_ps1c|,|FINE_ps1c\VMS|,|VMS\HyRTS_ps1c|,|HyRTS_ps1c\VMS|,|VMS\HyRTS-S_ps1c|,|HyRTS-S_ps1c\VMS|,|VMS\METHODS_ps1c|,|METHODS_ps1c\VMS|,|VMS\METHODS-F_ps1c|,|METHODS-F_ps1c\VMS|,|VMS\METHODS-FA_ps1c|,|METHODS-FA_ps1c\VMS|,|VMS\METHODS-S_ps1c|,|METHODS-S_ps1c\VMS|,|VMS\STARTS+CLASSES_ps1c|,|STARTS+CLASSES_ps1c\VMS|,|VMS\FINE_STARTS+CLASSES_ps1c|,|FINE_STARTS+CLASSES_ps1c\VMS|,|VMS\EKSTAZI+CLASSES_ps1c|,|EKSTAZI+CLASSES_ps1c\VMS|,|VMS\FINE_EKSTAZI+CLASSES_ps1c|,|FINE_EKSTAZI+CLASSES_ps1c\VMS|,|VMS\STARTS+METHODS-S_ps1c|,|STARTS+METHODS-S_ps1c\VMS|,|VMS\FINE_STARTS+METHODS-S_ps1c|,|FINE_STARTS+METHODS-S_ps1c\VMS|,|VMS\EKSTAZI+METHODS-S_ps1c|,|EKSTAZI+METHODS-S_ps1c\VMS|,|VMS\FINE_EKSTAZI+METHODS-S_ps1c|,|FINE_EKSTAZI+METHODS-S_ps1c\VMS|
98c48ea1415006b8a9302c0cdc100cd1ab899925,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
e553d489636bbde683314ebd5a134782594eeb1a,35,3,0,0,30,0,25,0,25,0,30,0,30,0,30,3,0,3,0,3,0,3,0,3,0,3,0,0,24,0,29,0,30,0,30,0,30,0,30,0,34,0,34
ce7b9aed692c8e16dff96c0ba7f692815a522329,35,3,0,3,0,3,0,0,34,0,34,0,32,0,32,0,32,0,32,0,32,0,32,0,32,0,32,3,0,3,0,0,27,0,32,3,0,3,0,0,34,0,34
8cd073c02a0cb19acb2dd5da23b4e76efaaddc5a,35,3,0,0,25,0,30,0,30,0,30,0,30,0,30,1,23,1,23,1,23,1,18,1,18,1,23,0,29,0,29,0,30,0,30,1,23,1,23,1,24,1,24
6e794a46fc5966c579080b811c78305b01009570,35,3,0,0,30,0,23,0,30,0,23,0,30,0,29,0,18,1,9,0,17,1,9,1,9,1,9,0,29,0,22,0,30,0,30,1,7,1,6,1,9,1,9
c77163782b228f908b14072f0bb6a30af34b6af2,35,3,0,0,30,0,30,0,30,0,30,0,30,0,30,0,18,1,10,0,18,1,10,1,10,1,10,0,29,0,29,0,30,0,30,1,8,1,8,1,10,1,10
da51082874b43eaf0a7878042de51a80d8738d08,35,3,0,0,30,0,30,0,30,0,34,0,30,3,0,0,10,1,1,0,31,3,0,1,11,3,0,0,29,3,0,0,30,0,30,1,9,3,0,1,11,1,11
7cc0747137b0625f75c72e5f451011fef8821c70,0,0,0,0,0,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,0,0,0,0,0,37,0,37
886eac0584ccef3d4bc3e92220a1c84e3abf75eb,0,0,0,0,33,0,33,0,33,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,32,0,0,0,33,0,33,0,31,0,0,0,34,0,34
6404ef1f002ce88232249b054813f5e69165e696,0,0,0,0,0,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,0,0,0,0,0,37,0,37
a039b87192d05b4fdff1e5b7a9ec6eefec492c26,0,0,0,0,0,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c450904fa31d36dc0cd89cb078394037588bd508,0,0,0,0,0,0,0,0,37,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,35,0,0,0,0,0,37,0,37
2af66c0fd889b912f805a316b2edb164714adaaa,0,0,0,0,21,0,21,0,21,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,21,0,21,0,30,0,30,0,6,0,6,0,9,0,9
ab5a7fc04e55c1ba1e879d87e30e03eccd2e1788,0,0,0,0,33,0,33,0,33,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,32,0,32,0,32,0,32,0,15,0,15,0,16,0,16
afd8e1a45fd65bdc17726da207ae051ef2ebdaab,0,0,0,0,32,0,32,0,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,31,0,31,0,33,0,33,0,30,0,30,0,33,0,33
1cf7dd622cdd23038aac27ac5cf750a5a23696b4,0,0,0,0,31,0,31,0,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,32,0,32,0,9,0,9,0,12,0,12
c27515849765549a845b271944cc2c950360878c,0,0,0,0,31,0,31,0,31,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,32,0,32,0,13,0,13,0,16,0,16
