project,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps1c|,|CLASSES_ps1c\VMS|,|VMS\FINE_ps1c|,|FINE_ps1c\VMS|,|VMS\HyRTS_ps1c|,|HyRTS_ps1c\VMS|,|VMS\HyRTS-S_ps1c|,|HyRTS-S_ps1c\VMS|,|VMS\METHODS_ps1c|,|METHODS_ps1c\VMS|,|VMS\METHODS-F_ps1c|,|METHODS-F_ps1c\VMS|,|VMS\METHODS-FA_ps1c|,|METHODS-FA_ps1c\VMS|,|VMS\METHODS-S_ps1c|,|METHODS-S_ps1c\VMS|
property-loader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20
sonar-auth-oidc,20,1,0,0,12,0,12,0,31,0,39,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,8,0,8
Octopus,222,27,0,0,177,0,177,0,189,0,197,1,172,1,172,1,171,6,51,1,171,6,55,6,54,6,55,5,103,5,103,5,118,5,118,6,48,6,48,6,62,6,62
gozer,952,59,0,0,325,1,230,0,464,1,566,0,377,1,345,1,248,1,222,1,301,1,221,1,221,1,253,0,279,1,219,0,435,0,435,1,135,1,135,1,319,1,319
opml-parser,32,2,0,0,22,0,24,0,34,0,46,0,26,0,22,0,22,0,16,0,22,0,16,0,16,0,16,0,24,0,12,0,26,0,26,0,14,0,8,0,34,0,34
dnsjava,157,12,2,5,0,3,91,12,0,12,0,3,120,3,120,3,73,3,25,3,82,3,26,3,23,3,26,3,97,3,90,12,0,12,0,3,18,3,16,12,0,12,0
rxjava2-file,14,5,1,3,6,1,10,1,10,1,10,1,9,1,9,0,6,1,4,1,5,1,3,2,2,1,3,1,9,1,10,1,9,1,9,1,5,1,4,1,27,1,27
jbehave-junit-runner,95,5,0,0,10,0,55,0,47,0,32,0,34,0,32,0,30,0,22,0,30,0,22,0,22,0,22,0,32,0,28,0,39,0,37,0,32,0,22,0,49,0,47
liquibase-mssql,78,19,0,7,16,7,16,0,56,0,59,0,56,0,49,0,55,0,24,0,48,6,5,6,5,6,5,7,16,7,16,0,56,0,56,13,1,13,1,6,17,6,17
FCA-Map,21,7,0,7,0,7,0,7,0,7,0,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0
time-series-math,108,10,0,0,8,0,8,0,132,0,132,0,8,0,8,0,8,0,8,0,8,0,2,0,2,0,2,0,8,0,8,0,14,0,14,0,2,0,2,0,20,0,20
VIGOR4,235,16,0,0,124,0,119,0,198,0,187,0,219,0,219,0,219,0,92,0,219,0,92,0,92,0,92,0,124,0,114,0,219,0,219,0,49,0,49,0,98,0,98
sigopt-java,30,3,0,0,18,0,18,0,21,0,27,0,16,0,16,0,12,0,2,0,12,0,2,0,2,0,2,0,26,0,26,0,26,0,26,0,4,0,4,0,6,0,6
segment,12,4,0,0,4,0,4,0,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
gelly-streaming,407,24,1,1,192,1,190,1,376,1,365,2,239,2,238,2,239,3,171,2,216,3,42,4,53,3,42,2,119,2,93,2,120,2,119,3,38,3,33,3,42,3,42
heros,39,7,0,0,20,0,17,0,42,0,50,0,23,2,16,0,17,0,8,0,17,0,5,0,5,0,5,0,17,4,9,0,17,0,17,0,8,4,0,0,23,0,23
javadbf,91,5,0,0,63,0,62,0,98,0,99,0,66,0,66,0,60,0,26,0,67,0,23,0,23,0,23,0,63,0,57,0,60,0,60,0,22,0,22,0,39,0,39
gramtest,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6
sum,2513,206,4,23,997,20,1033,21,1782,22,1893,7,1371,10,1318,7,1166,14,677
arith_mean,157.06,12.88,1.33,4.60,71.21,3.33,68.87,5.25,118.80,4.40,126.20,1.75,91.40,1.67,87.87,1.75,77.73,2.80,45.13
geo_mean,72.71,7.84,1.26,3.74,28.66,2.30,34.73,3.03,68.77,2.43,72.48,1.57,35.46,1.51,33.58,1.57,30.37,2.22,16.85
