project,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps3cl|,|CLASSES_ps3cl\VMS|,|VMS\FINE_ps3cl|,|FINE_ps3cl\VMS|,|VMS\HyRTS_ps3cl|,|HyRTS_ps3cl\VMS|,|VMS\HyRTS-S_ps3cl|,|HyRTS-S_ps3cl\VMS|,|VMS\METHODS_ps3cl|,|METHODS_ps3cl\VMS|,|VMS\METHODS-F_ps3cl|,|METHODS-F_ps3cl\VMS|,|VMS\METHODS-FA_ps3cl|,|METHODS-FA_ps3cl\VMS|,|VMS\METHODS-S_ps3cl|,|METHODS-S_ps3cl\VMS|
property-loader,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
sonar-auth-oidc,20,1,0,0,12,0,12,0,31,0,39,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,10,0,10
Octopus,222,27,0,0,177,0,177,0,189,0,197,5,28,5,28,5,27,8,25,5,27,8,25,8,25,8,25,7,27,7,27,7,27,7,27,8,25,8,25,8,33,8,33
gozer,952,59,0,0,325,1,230,0,464,1,566,0,296,1,262,1,215,1,203,1,233,1,149,1,149,1,152,0,210,1,160,0,195,0,195,1,127,1,127,1,131,1,131
opml-parser,32,2,0,0,22,0,24,0,34,0,46,0,26,0,22,0,22,0,14,0,22,0,14,0,14,0,14,0,24,0,12,0,24,0,24,0,20,0,12,0,38,0,38
dnsjava,157,12,2,5,0,3,91,12,0,12,0,3,75,2,73,3,35,3,25,3,39,3,23,3,25,3,27,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0
rxjava2-file,14,5,1,3,6,1,10,1,10,1,10,1,6,1,3,1,5,1,6,1,4,2,2,2,3,1,3,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0
jbehave-junit-runner,95,5,0,0,10,0,55,0,47,0,32,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0
liquibase-mssql,78,19,0,7,16,7,16,0,56,0,59,6,5,6,5,6,5,6,5,6,5,6,5,6,5,6,5,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0
FCA-Map,21,7,0,7,0,7,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0
time-series-math,108,10,0,0,8,0,8,0,132,0,132,0,8,0,2,0,2,0,2,0,2,0,0,2,0,0,2,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0
VIGOR4,235,16,0,0,124,0,119,0,198,0,187,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,16,0,16,0,16,0,16,0,16,0,16,0,16,0,16,0
sigopt-java,30,3,0,0,18,0,18,0,21,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
segment,12,4,0,0,4,0,4,0,44,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0,4,0
gelly-streaming,407,24,1,1,192,1,190,1,376,1,365,3,2,3,2,3,2,3,1,3,2,3,0,4,0,3,1,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0
heros,39,7,0,0,20,0,17,0,42,0,50,0,11,2,8,0,9,0,6,0,9,0,5,0,5,0,5,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0
javadbf,91,5,0,0,63,0,62,0,98,0,99,0,40,0,35,0,34,0,18,0,33,0,8,0,8,0,9,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0
gramtest,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sum,2513,206,4,23,997,20,1033,21,1782,22,1893,18,527,20,470,19,386,22,335
arith_mean,157.06,12.88,1.33,4.60,71.21,3.33,68.87,5.25,118.80,4.40,126.20,3.60,40.54,2.86,36.15,3.17,29.69,3.67,25.77
geo_mean,72.71,7.84,1.26,3.74,28.66,2.30,34.73,3.03,68.77,2.43,72.48,3.06,13.78,2.32,11.07,2.54,10.76,2.75,8.90
