SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\STARTS|,|STARTS\VMS|,|VMS\FINE_STARTS|,|FINE_STARTS\VMS|,|VMS\EKSTAZI|,|EKSTAZI\VMS|,|VMS\FINE_EKSTAZI|,|FINE_EKSTAZI\VMS|,|VMS\CLASSES_ps1c|,|CLASSES_ps1c\VMS|,|VMS\FINE_ps1c|,|FINE_ps1c\VMS|,|VMS\HyRTS_ps1c|,|HyRTS_ps1c\VMS|,|VMS\HyRTS-S_ps1c|,|HyRTS-S_ps1c\VMS|,|VMS\METHODS_ps1c|,|METHODS_ps1c\VMS|,|VMS\METHODS-F_ps1c|,|METHODS-F_ps1c\VMS|,|VMS\METHODS-FA_ps1c|,|METHODS-FA_ps1c\VMS|,|VMS\METHODS-S_ps1c|,|METHODS-S_ps1c\VMS|,|VMS\STARTS+CLASSES_ps1c|,|STARTS+CLASSES_ps1c\VMS|,|VMS\FINE_STARTS+CLASSES_ps1c|,|FINE_STARTS+CLASSES_ps1c\VMS|,|VMS\EKSTAZI+CLASSES_ps1c|,|EKSTAZI+CLASSES_ps1c\VMS|,|VMS\FINE_EKSTAZI+CLASSES_ps1c|,|FINE_EKSTAZI+CLASSES_ps1c\VMS|,|VMS\STARTS+METHODS-S_ps1c|,|STARTS+METHODS-S_ps1c\VMS|,|VMS\FINE_STARTS+METHODS-S_ps1c|,|FINE_STARTS+METHODS-S_ps1c\VMS|,|VMS\EKSTAZI+METHODS-S_ps1c|,|EKSTAZI+METHODS-S_ps1c\VMS|,|VMS\FINE_EKSTAZI+METHODS-S_ps1c|,|FINE_EKSTAZI+METHODS-S_ps1c\VMS|
9435e5252e70babd05539c857f0fce17c9c7cb3d,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
f2d1889c11e6abc68d1518ddca8c6870ae47e300,19,1,0,0,18,0,18,0,12,0,20,0,14,1,0,0,12,1,0,0,12,1,0,1,0,1,0,0,14,1,0,0,14,0,14,1,0,1,0,1,0,1,0
e2a67fc8b3e1568e60a01da44a4f551cf0f399b8,19,1,0,0,18,0,18,1,12,1,11,0,14,0,14,0,7,0,2,0,2,0,2,0,2,0,2,0,14,0,14,0,14,0,14,0,2,0,2,0,2,0,2
554a524af2d2b30d09505516adc412468a84d8fa,19,1,0,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,1,0,1,0,1,0,1,0,1,0,1,0
3a144732ddd24e4b1fac3e3d9cbd0370314e48d6,19,1,0,0,18,0,18,1,17,1,17,0,14,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
bf1b3b3f9ccf965b8a5dd5f38e63274dfef5378a,19,1,0,0,18,0,18,0,18,0,20,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
873df3755f00cb12119a8646fa0a1ce0cf431c8c,19,1,0,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
e83fe79a4083496dcbf87e29645e4dbe578957f0,19,1,0,0,18,0,18,1,18,1,18,0,14,0,14,0,2,1,2,0,2,1,2,1,2,1,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
322c261bbb6fd36162716abc3474e44f03c9a796,19,1,0,0,18,0,18,0,18,0,18,0,14,0,14,0,13,0,2,0,13,0,2,0,2,0,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
6e0d8beb6fe1b3242ab1904065d8bd29d7da2e00,19,1,0,1,0,1,0,0,14,0,14,1,2,1,2,0,2,1,0,0,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
