SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\STARTS|,|STARTS\VMS|,|VMS\FINE_STARTS|,|FINE_STARTS\VMS|,|VMS\EKSTAZI|,|EKSTAZI\VMS|,|VMS\FINE_EKSTAZI|,|FINE_EKSTAZI\VMS|,|VMS\CLASSES_ps1c|,|CLASSES_ps1c\VMS|,|VMS\FINE_ps1c|,|FINE_ps1c\VMS|,|VMS\HyRTS_ps1c|,|HyRTS_ps1c\VMS|,|VMS\HyRTS-S_ps1c|,|HyRTS-S_ps1c\VMS|,|VMS\METHODS_ps1c|,|METHODS_ps1c\VMS|,|VMS\METHODS-F_ps1c|,|METHODS-F_ps1c\VMS|,|VMS\METHODS-FA_ps1c|,|METHODS-FA_ps1c\VMS|,|VMS\METHODS-S_ps1c|,|METHODS-S_ps1c\VMS|,|VMS\STARTS+CLASSES_ps1c|,|STARTS+CLASSES_ps1c\VMS|,|VMS\FINE_STARTS+CLASSES_ps1c|,|FINE_STARTS+CLASSES_ps1c\VMS|,|VMS\EKSTAZI+CLASSES_ps1c|,|EKSTAZI+CLASSES_ps1c\VMS|,|VMS\FINE_EKSTAZI+CLASSES_ps1c|,|FINE_EKSTAZI+CLASSES_ps1c\VMS|,|VMS\STARTS+METHODS-S_ps1c|,|STARTS+METHODS-S_ps1c\VMS|,|VMS\FINE_STARTS+METHODS-S_ps1c|,|FINE_STARTS+METHODS-S_ps1c\VMS|,|VMS\EKSTAZI+METHODS-S_ps1c|,|EKSTAZI+METHODS-S_ps1c\VMS|,|VMS\FINE_EKSTAZI+METHODS-S_ps1c|,|FINE_EKSTAZI+METHODS-S_ps1c\VMS|
06863c54,20,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
af8d8ea7,20,0,0,0,0,0,0,0,22,0,22,0,14,0,14,0,14,0,14,0,14,0,6,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80ef8bb2,20,0,0,0,0,0,0,0,22,0,22,0,13,0,13,0,13,0,13,0,13,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2c82ff16,20,0,0,0,0,0,0,0,22,0,22,0,13,0,13,0,13,0,13,0,13,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
848b6abc,21,1,0,0,20,0,20,0,20,0,20,1,13,1,13,1,13,1,13,1,8,1,0,1,0,1,0,1,13,1,13,1,13,1,13,1,0,1,0,1,0,1,0
d380d95e,21,0,0,0,21,0,21,0,21,0,21,0,13,0,13,0,13,0,8,0,8,0,0,0,0,0,0,0,13,0,13,0,13,0,13,0,0,0,0,0,0,0,0
f68dd1db,21,0,0,0,21,0,21,0,21,0,23,0,13,0,13,0,13,0,13,0,13,0,5,0,5,0,5,0,13,0,0,0,13,0,13,0,5,0,0,0,5,0,5
53b965df,21,0,0,0,0,0,0,0,23,0,23,0,13,0,13,0,13,0,8,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c6abf79b,21,0,0,0,21,0,21,0,21,0,23,0,13,0,13,0,13,0,13,0,13,0,0,0,0,0,0,0,13,0,0,0,13,0,13,0,0,0,0,0,0,0,0
7b41635a,22,1,0,0,0,0,0,0,0,0,0,0,13,0,13,0,13,0,13,0,13,0,5,1,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
