SHA,VMS\HyRTS,HyRTS\VMS,VMS\CLASSES,CLASSES\VMS,VMS\METHODS,METHODS\VMS,VMS\MOP,MOP\VMS,VMS\FINE,FINE\VMS
f668b03e,1,0,1,0,1,0,0,0,1,0
1c4b61e4,0,0,0,0,0,0,0,0,0,0
d2d63828,0,0,0,0,0,0,0,0,0,0
6d475e3c,0,0,0,0,0,0,0,0,0,0
3f8e63b0,0,0,0,0,0,0,0,0,0,0
69d68679,0,0,0,0,0,0,0,0,0,0
