SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\STARTS|,|STARTS\VMS|,|VMS\FINE_STARTS|,|FINE_STARTS\VMS|,|VMS\EKSTAZI|,|EKSTAZI\VMS|,|VMS\FINE_EKSTAZI|,|FINE_EKSTAZI\VMS|,|VMS\CLASSES_ps1c|,|CLASSES_ps1c\VMS|,|VMS\FINE_ps1c|,|FINE_ps1c\VMS|,|VMS\HyRTS_ps1c|,|HyRTS_ps1c\VMS|,|VMS\HyRTS-S_ps1c|,|HyRTS-S_ps1c\VMS|,|VMS\METHODS_ps1c|,|METHODS_ps1c\VMS|,|VMS\METHODS-F_ps1c|,|METHODS-F_ps1c\VMS|,|VMS\METHODS-FA_ps1c|,|METHODS-FA_ps1c\VMS|,|VMS\METHODS-S_ps1c|,|METHODS-S_ps1c\VMS|,|VMS\STARTS+CLASSES_ps1c|,|STARTS+CLASSES_ps1c\VMS|,|VMS\FINE_STARTS+CLASSES_ps1c|,|FINE_STARTS+CLASSES_ps1c\VMS|,|VMS\EKSTAZI+CLASSES_ps1c|,|EKSTAZI+CLASSES_ps1c\VMS|,|VMS\FINE_EKSTAZI+CLASSES_ps1c|,|FINE_EKSTAZI+CLASSES_ps1c\VMS|,|VMS\STARTS+METHODS-S_ps1c|,|STARTS+METHODS-S_ps1c\VMS|,|VMS\FINE_STARTS+METHODS-S_ps1c|,|FINE_STARTS+METHODS-S_ps1c\VMS|,|VMS\EKSTAZI+METHODS-S_ps1c|,|EKSTAZI+METHODS-S_ps1c\VMS|,|VMS\FINE_EKSTAZI+METHODS-S_ps1c|,|FINE_EKSTAZI+METHODS-S_ps1c\VMS|
2bd1ad90f5d89ac15698b385ebcab8c8be152f5f,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
afb1e40cafbd906a4546ce0ee0074b08512d14c0,26,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,13,0,12,0,13,0,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
db5c93e9782ef6cbd44d1e9e6e041b299853e002,26,0,0,0,23,0,0,0,23,0,0,0,23,0,23,0,5,0,2,0,4,0,0,0,0,0,0,0,22,0,0,0,22,0,22,0,0,0,0,0,0,0,0
333c9f2293cbe97212b8fabcc9a3bc219232e78b,26,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49576b5f522497d03be09eb33f4f941005a901da,26,0,0,0,3,0,3,0,3,0,3,0,6,0,6,0,5,0,2,0,5,0,2,0,2,0,2,0,3,0,3,0,3,0,3,0,1,0,1,0,1,0,1
9958526ed2b81f0a7fe7b5156903f6d86e936d16,26,0,0,0,3,0,3,0,3,0,3,0,6,0,6,0,5,0,3,0,5,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,2,0,2,0,2
ecec4f853f36df390e9f6dd61fea80eea9a32be0,27,1,0,0,23,0,1,0,25,0,4,1,23,1,23,0,5,1,2,1,4,1,2,1,2,1,2,1,22,1,0,1,22,1,22,1,1,1,0,1,1,1,1
4d71eb2effe2ce267883ef93769953cb7774632e,27,0,0,0,3,0,3,0,3,0,3,0,6,0,6,0,5,0,3,0,5,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,2,0,2,0,2
8990dc2c302f60eb79e6c545de9ad2d37c9107df,27,0,0,0,3,0,3,0,3,0,3,0,6,0,6,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,2,0,2,0,2
f01b9b668466d98deb64883fd06d580897d504a8,27,0,0,0,4,0,4,0,4,0,4,0,6,0,6,0,8,0,6,0,8,0,6,0,6,0,6,0,4,0,4,0,4,0,4,0,4,0,4,0,5,0,5
4fee6a49731b1b012ce3c80b127e346a077c4b52,27,0,0,0,24,0,0,0,24,0,0,0,23,0,0,0,6,0,2,0,2,0,0,0,0,0,0,0,22,0,0,0,22,0,22,0,0,0,0,0,0,0,0
f53aef5e060eefa9a9fb801b77b5361c8455cb03,27,0,0,0,24,0,24,0,24,0,0,0,23,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,22,0,22,0,22,0,24,0,24,0,26,0,26
244c1cf2dd499dfedb03d8cc8c5a8383bba17ba5,27,0,0,0,4,0,4,0,4,0,4,0,6,0,6,0,8,0,6,0,8,0,6,0,6,0,6,0,4,0,4,0,4,0,4,0,4,0,4,0,5,0,5
c91f51489b02346a0c04cdd3f7f843b66159454b,27,0,0,0,25,0,4,0,16,0,4,0,23,0,6,0,8,0,6,0,8,0,6,0,6,0,6,0,23,0,4,0,15,0,15,0,6,0,4,0,6,0,6
5c446a04d85dfc2407665749e5f0bf900dc02efe,27,0,0,0,4,0,4,0,4,0,4,0,6,0,6,0,8,0,6,0,8,0,6,0,6,0,6,0,4,0,4,0,4,0,4,0,4,0,4,0,5,0,5
f5cfdfb3393565ef83ab1fb873f457fcc4462556,27,0,0,0,4,0,4,0,4,0,4,0,6,0,6,0,8,0,6,0,8,0,6,0,6,0,6,0,4,0,4,0,4,0,4,0,4,0,4,0,5,0,5
b8833b5d05eddc80e97eb79d3801a8113a497658,27,0,0,0,4,0,4,0,4,0,4,0,6,0,6,0,8,0,6,0,8,0,6,0,6,0,6,0,4,0,4,0,4,0,4,0,4,0,4,0,5,0,5
71b0fe433782d307435406ec7e722f8af93535d1,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
df44c46419998c7717f372ea914e27d52766155d,29,2,0,0,26,0,23,0,24,0,23,0,24,0,22,0,23,0,20,0,24,0,21,0,21,0,21,0,24,0,21,0,22,0,22,0,21,0,20,0,21,0,21
37f59a36fa07a42ffd6c019b5bb0f55a729fb0db,29,0,0,0,4,0,4,0,4,0,4,0,7,0,7,0,9,0,7,0,9,0,7,0,7,0,7,0,4,0,4,0,4,0,4,0,4,0,4,0,5,0,5
sum,538,29,0,0,181,0,88,0,172,0,67,1,211,1,169,0,132,1,92,1,126,1,89,1,89,1,89,1,171,1,83,1,161,1,161,1,83,1,79,1,93,1,93
arith_mean,26.90,9.67,0,0,11.31,0,6.29,0,10.75,0,5.15,1.00,11.72,1.00,9.94,0,7.76,1.00,5.75,1.00,7.41,1.00,6.36,1.00,6.36,1.00,6.36,1.00,10.69,1.00,6.38,1.00,10.06,1.00,10.06,1.00,5.93,1.00,6.08,1.00,6.20,1.00,6.20
geo_mean,26.89,3.73,0,0,7.30,0,4.30,0,7.11,0,4.19,1.00,9.40,1.00,8.20,0,6.93,1.00,4.55,1.00,6.27,1.00,5.14,1.00,5.14,1.00,5.14,1.00,7.11,1.00,4.74,1.00,6.89,1.00,6.89,1.00,3.73,1.00,3.98,1.00,3.93,1.00,3.93
