SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\STARTS|,|STARTS\VMS|,|VMS\FINE_STARTS|,|FINE_STARTS\VMS|,|VMS\EKSTAZI|,|EKSTAZI\VMS|,|VMS\FINE_EKSTAZI|,|FINE_EKSTAZI\VMS|,|VMS\CLASSES_ps3cl|,|CLASSES_ps3cl\VMS|,|VMS\FINE_ps3cl|,|FINE_ps3cl\VMS|,|VMS\HyRTS_ps3cl|,|HyRTS_ps3cl\VMS|,|VMS\HyRTS-S_ps3cl|,|HyRTS-S_ps3cl\VMS|,|VMS\METHODS_ps3cl|,|METHODS_ps3cl\VMS|,|VMS\METHODS-F_ps3cl|,|METHODS-F_ps3cl\VMS|,|VMS\METHODS-FA_ps3cl|,|METHODS-FA_ps3cl\VMS|,|VMS\METHODS-S_ps3cl|,|METHODS-S_ps3cl\VMS|,|VMS\STARTS+CLASSES_ps3cl|,|STARTS+CLASSES_ps3cl\VMS|,|VMS\FINE_STARTS+CLASSES_ps3cl|,|FINE_STARTS+CLASSES_ps3cl\VMS|,|VMS\EKSTAZI+CLASSES_ps3cl|,|EKSTAZI+CLASSES_ps3cl\VMS|,|VMS\FINE_EKSTAZI+CLASSES_ps3cl|,|FINE_EKSTAZI+CLASSES_ps3cl\VMS|,|VMS\STARTS+METHODS-FA_ps3cl|,|STARTS+METHODS-FA_ps3cl\VMS|,|VMS\FINE_STARTS+METHODS-FA_ps3cl|,|FINE_STARTS+METHODS-FA_ps3cl\VMS|,|VMS\EKSTAZI+METHODS-FA_ps3cl|,|EKSTAZI+METHODS-FA_ps3cl\VMS|,|VMS\FINE_EKSTAZI+METHODS-FA_ps3cl|,|FINE_EKSTAZI+METHODS-FA_ps3cl\VMS|
487db04fe231052e55148939c8a0a8845a0fc089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
a684bfcb4dfff6239a7f9eabe7c156d5413a8e20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
ead26267a24b9a451d3f96f75b06fa6dbfc660f1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
4efd8018e7710352af8c0cf22c45934b289af927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
060f3f166946dcb9ef8e1c540cb313e7290ddce6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
31554bf6bf41970db5b39390bcf681c636f3a87c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,6,0,6,0,8,0,8
d26ca579d042037d5b4b087986be62bff8e4c132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
e3529a9d31fe7917dc2b7f8898464de49c8b66d1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
260eb94cd0edb6b2ee3309d15b48f6fbe940eaa8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35190318898130305c25f46e3c6ec273a7366b64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
sum,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18,0,17,0,17,0,14,0,14,0,18,0,18
arith_mean,0,0,0,0,5.00,0,5.00,0,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.29,0,1.29,0,1.31,0,1.31,0,2.80,0,2.80,0,3.60,0,3.60
geo_mean,0,0,0,0,5.00,0,5.00,0,5.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12,0,1.12,0,1.13,0,1.13,0,1.97,0,1.97,0,2.24,0,2.24
