SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\STARTS|,|STARTS\VMS|,|VMS\FINE_STARTS|,|FINE_STARTS\VMS|,|VMS\EKSTAZI|,|EKSTAZI\VMS|,|VMS\FINE_EKSTAZI|,|FINE_EKSTAZI\VMS|,|VMS\CLASSES_ps3cl|,|CLASSES_ps3cl\VMS|,|VMS\FINE_ps3cl|,|FINE_ps3cl\VMS|,|VMS\HyRTS_ps3cl|,|HyRTS_ps3cl\VMS|,|VMS\HyRTS-S_ps3cl|,|HyRTS-S_ps3cl\VMS|,|VMS\METHODS_ps3cl|,|METHODS_ps3cl\VMS|,|VMS\METHODS-F_ps3cl|,|METHODS-F_ps3cl\VMS|,|VMS\METHODS-FA_ps3cl|,|METHODS-FA_ps3cl\VMS|,|VMS\METHODS-S_ps3cl|,|METHODS-S_ps3cl\VMS|,|VMS\STARTS+CLASSES_ps3cl|,|STARTS+CLASSES_ps3cl\VMS|,|VMS\FINE_STARTS+CLASSES_ps3cl|,|FINE_STARTS+CLASSES_ps3cl\VMS|,|VMS\EKSTAZI+CLASSES_ps3cl|,|EKSTAZI+CLASSES_ps3cl\VMS|,|VMS\FINE_EKSTAZI+CLASSES_ps3cl|,|FINE_EKSTAZI+CLASSES_ps3cl\VMS|,|VMS\STARTS+METHODS-FA_ps3cl|,|STARTS+METHODS-FA_ps3cl\VMS|,|VMS\FINE_STARTS+METHODS-FA_ps3cl|,|FINE_STARTS+METHODS-FA_ps3cl\VMS|,|VMS\EKSTAZI+METHODS-FA_ps3cl|,|EKSTAZI+METHODS-FA_ps3cl\VMS|,|VMS\FINE_EKSTAZI+METHODS-FA_ps3cl|,|FINE_EKSTAZI+METHODS-FA_ps3cl\VMS|
c76b75f68c5f90e8d82198130877042d4ff388e3,5,0,0,0,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1c33a71c86d499bbc0381552763c759ef22134c8,5,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63b64ba9d1a7d0e0a5fcbd3259335e364a84d441,5,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8dc4eec3bc4dd7fe3eb698c5cae8e204317d3e67,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c78e510a6d557740eb1c692bf385dbc71bf6dd09,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9c0b8ad67142f44e7dcc84583c8182e20351d992,5,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b68a9cf2a9662d8243498a0c8131fbad5102014b,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3389583fd6c1960c48f3e384067617659a255bed,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0faec47ffceada0c9909fb28e794366f752d5fe5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sum,95,5,0,0,10,0,55,0,47,0,32,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0
arith_mean,5.00,5.00,0,0,5.00,0,5.00,0,5.22,0,5.33,0,5.00,0,5.00,0,5.00,0,5.00,0,5.00,0,5.00,0,5.00,0,5.00,5.00,0,5.00,0,5.00,0,5.00,0,5.00,0,5.00,0,5.00,0,5.00,0
geo_mean,5.00,5.00,0,0,5.00,0,5.00,0,5.19,0,5.29,0,5.00,0,5.00,0,5.00,0,5.00,0,5.00,0,5.00,0,5.00,0,5.00,5.00,0,5.00,0,5.00,0,5.00,0,5.00,0,5.00,0,5.00,0,5.00,0
