SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\STARTS|,|STARTS\VMS|,|VMS\FINE_STARTS|,|FINE_STARTS\VMS|,|VMS\EKSTAZI|,|EKSTAZI\VMS|,|VMS\FINE_EKSTAZI|,|FINE_EKSTAZI\VMS|,|VMS\CLASSES_ps3cl|,|CLASSES_ps3cl\VMS|,|VMS\FINE_ps3cl|,|FINE_ps3cl\VMS|,|VMS\HyRTS_ps3cl|,|HyRTS_ps3cl\VMS|,|VMS\HyRTS-S_ps3cl|,|HyRTS-S_ps3cl\VMS|,|VMS\METHODS_ps3cl|,|METHODS_ps3cl\VMS|,|VMS\METHODS-F_ps3cl|,|METHODS-F_ps3cl\VMS|,|VMS\METHODS-FA_ps3cl|,|METHODS-FA_ps3cl\VMS|,|VMS\METHODS-S_ps3cl|,|METHODS-S_ps3cl\VMS|,|VMS\STARTS+CLASSES_ps3cl|,|STARTS+CLASSES_ps3cl\VMS|,|VMS\FINE_STARTS+CLASSES_ps3cl|,|FINE_STARTS+CLASSES_ps3cl\VMS|,|VMS\EKSTAZI+CLASSES_ps3cl|,|EKSTAZI+CLASSES_ps3cl\VMS|,|VMS\FINE_EKSTAZI+CLASSES_ps3cl|,|FINE_EKSTAZI+CLASSES_ps3cl\VMS|,|VMS\STARTS+HyRTS_ps3cl|,|STARTS+HyRTS_ps3cl\VMS|,|VMS\FINE_STARTS+HyRTS_ps3cl|,|FINE_STARTS+HyRTS_ps3cl\VMS|,|VMS\EKSTAZI+HyRTS_ps3cl|,|EKSTAZI+HyRTS_ps3cl\VMS|,|VMS\FINE_EKSTAZI+HyRTS_ps3cl|,|FINE_EKSTAZI+HyRTS_ps3cl\VMS|
fd7232206d6eddb19da1eefd3163e28392652706,47,48,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0,48,0
e866c2c822cc73ae0726a1ab035aca850739ee26,47,0,0,0,47,0,47,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
783caf7c448142fb9fd044e849ebba3c8af7564d,47,0,0,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,48,0,47,0,47,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fabc0a73fb216922607afd377e2bb686dd1d265f,47,0,0,0,47,0,47,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a6696849b3dc766d5ccbf0d6c66f24ee6dfeaccd,48,1,0,0,47,0,47,0,47,0,47,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0a9b673a204e46dfd02ea8a45ad64660da8e37b4,47,0,0,0,47,0,47,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4aeb92f4e5417e0602a644d8970f28e0753e5c77,47,0,0,0,47,0,47,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7a7327a72bb2f291fcda307fd4aa674fbb22eb73,47,0,0,0,47,0,47,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7c0fd98f5b15c7fd9e2273238946d75e22dca8ff,47,0,0,0,47,0,47,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fafa343c95af2c30b759c5b8b9a929933d37bf8a,47,0,0,0,47,0,47,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
495bfc332ca29172b4e1c3d54a46abc542197642,47,0,0,0,47,0,47,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cd8f8151ae8c22ea48dd4008e8169977ff4b0d5d,47,0,0,0,47,0,47,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8e73360922f4b1d061784b7bd358bd2117b261cc,47,0,0,0,47,0,47,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e2b0371ed4980a90ee891f2a0a6874668994af5c,47,0,0,0,47,0,47,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bf89589c6c83c726c96533f33a1d4add276880e3,48,1,0,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
0923aad7226e0862eee546c3823b980b90da40e3,47,0,0,0,47,0,47,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b3fee4a8060fbdca5936d19cff472a706e8e2af9,47,0,0,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,47,0,48,0,47,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0a26188663a447baae8f8261a01670557332795e,47,0,0,0,47,0,47,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244564c8e77bc87dedfc230cf053bd6a0d7d9e4b,47,0,0,0,47,0,47,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194f57e4610b3eb9b8af0b7a21a9f46097d0b2f2,47,0,0,0,47,0,47,0,47,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sum,942,50,1,0,893,1,893,1,893,1,893,2,141,1,141,2,141,2,142,2,142,2,141,2,141,2,141,50,0,50,0,50,0,50,0,50,0,50,0,50,0,50,0
arith_mean,47.10,16.67,1.00,0,47.00,1.00,47.00,1.00,47.00,1.00,47.00,1.00,47.00,1.00,47.00,1.00,47.00,1.00,47.33,1.00,47.33,1.00,47.00,1.00,47.00,1.00,47.00,16.67,0,16.67,0,16.67,0,16.67,0,16.67,0,16.67,0,16.67,0,16.67,0
geo_mean,47.10,3.63,1.00,0,47.00,1.00,47.00,1.00,47.00,1.00,47.00,1.00,47.00,1.00,47.00,1.00,47.00,1.00,47.33,1.00,47.33,1.00,47.00,1.00,47.00,1.00,47.00,3.63,0,3.63,0,3.63,0,3.63,0,3.63,0,3.63,0,3.63,0,3.63,0
