project,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps3cl|,|CLASSES_ps3cl\VMS|,|VMS\FINE_ps3cl|,|FINE_ps3cl\VMS|,|VMS\HyRTS_ps3cl|,|HyRTS_ps3cl\VMS|,|VMS\HyRTS-S_ps3cl|,|HyRTS-S_ps3cl\VMS|,|VMS\METHODS_ps3cl|,|METHODS_ps3cl\VMS|,|VMS\METHODS-F_ps3cl|,|METHODS-F_ps3cl\VMS|,|VMS\METHODS-FA_ps3cl|,|METHODS-FA_ps3cl\VMS|,|VMS\METHODS-S_ps3cl|,|METHODS-S_ps3cl\VMS|
almson-refcount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
logback-kafka-appender,4,2,0,0,2,0,2,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
imglib2,1540,78,0,0,251,0,188,0,577,0,792,0,314,0,248,0,204,0,117,0,204,0,98,0,98,0,117,78,0,78,0,78,0,78,0,78,0,78,0,78,0,78,0
TurkishPropBank,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mybatis-PageHelper,380,38,0,4,276,5,275,8,309,10,316,13,108,13,108,13,108,13,108,13,108,13,108,13,108,13,108,38,0,38,0,38,0,38,0,38,0,38,0,38,0,38,0
sailthru-java-client,100,5,0,0,76,0,72,0,65,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0
joda-time,440,30,0,0,300,0,300,0,273,0,288,0,202,0,180,0,87,8,4,0,87,8,1,8,0,8,4,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0
embedded-jmxtrans,8,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,0,23,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
PointCloudUtilities,5,2,0,2,0,2,0,2,0,2,0,0,2,0,2,0,2,0,2,0,2,0,1,0,4,0,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
ef-redis,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WZWave,28,5,0,0,20,0,20,0,32,0,34,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0
cassette-nibbler,40,2,0,0,6,0,6,0,70,0,72,0,6,0,6,0,4,0,2,0,4,0,0,0,0,0,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
netdata-java-orchestrator,21,3,0,0,59,0,59,0,134,0,137,0,6,0,4,0,4,0,0,0,4,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
GivWenZen,72,19,0,0,20,0,12,0,55,0,69,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9,19,0,19,0,19,0,19,0,19,0,19,0,19,0,19,0
sonar-gitlab-plugin,155,10,0,0,130,0,130,0,125,0,121,0,44,0,43,0,31,0,28,0,33,0,28,0,28,0,28,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0
BeanTest,534,105,1,14,312,42,244,2,434,2,434,33,111,33,111,33,110,33,110,33,110,33,110,33,111,33,110,105,0,105,0,105,0,105,0,105,0,105,0,105,0,105,0
V8LogScanner,20,1,0,0,18,0,18,0,17,0,16,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
java-pubsub-group-kafka-connector,47,7,0,0,32,5,2,5,16,5,16,0,24,0,24,0,24,0,24,0,24,0,24,0,24,0,24,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0
TurkishSentiNet,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
osm-lib,86,6,0,0,70,0,58,0,88,0,88,2,22,2,22,2,22,2,22,2,22,2,22,2,22,2,22,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0
sum,3480,321,1,28,1572,62,1386,25,2257,27,2535,56,850,56,759,56,607,64,428
arith_mean,217.50,20.06,1.00,7.00,112.29,12.40,99.00,5.00,132.76,5.40,149.12,14.00,65.38,14.00,58.38,14.00,46.69,12.80,35.67
geo_mean,61.92,8.12,1.00,5.47,50.65,7.00,37.89,4.18,61.45,4.37,65.03,9.10,17.19,9.10,16.19,9.10,14.24,8.87,10.95
