SHA,VMS\HyRTS,HyRTS\VMS,VMS\CLASSES,CLASSES\VMS,VMS\METHODS,METHODS\VMS,VMS\MOP,MOP\VMS,VMS\FINE,FINE\VMS
2f90181f,0,0,0,0,0,0,0,0,0,0
2a3c92b8,0,0,0,0,0,0,0,0,0,0
c2fa911b,6,0,6,0,6,0,0,0,6,0
99469303,0,0,0,0,0,0,0,6,0,0
77f71a8a,0,0,0,0,0,0,0,6,0,0
cd7e52a5,0,0,0,0,0,0,0,6,0,0
dffe3f09,0,0,0,0,0,0,0,6,0,0
14e4619a,0,0,0,0,0,0,0,6,0,0
8ffb32eb,0,0,0,0,0,0,0,6,0,0
a3651a88,0,0,0,0,0,0,0,6,0,0
9064563e,0,0,0,0,0,0,0,6,0,0
27f23b6e,0,0,0,0,0,0,0,6,0,0
a90fc406,0,0,0,0,0,0,0,6,0,0
a4d084cb,0,0,0,0,0,0,0,6,0,0
97f1e8f7,0,0,0,0,0,0,0,6,0,0
a154125d,0,0,0,0,0,0,0,6,0,0
79f65f89,0,0,0,0,0,0,0,6,0,0
f8508b40,4,0,4,0,4,0,0,2,4,0
bcc947ae,0,0,0,0,0,0,0,6,0,0
499e0588,0,0,0,0,0,0,0,6,0,0
