project,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps1c|,|CLASSES_ps1c\VMS|,|VMS\FINE_ps1c|,|FINE_ps1c\VMS|,|VMS\HyRTS_ps1c|,|HyRTS_ps1c\VMS|,|VMS\HyRTS-S_ps1c|,|HyRTS-S_ps1c\VMS|,|VMS\METHODS_ps1c|,|METHODS_ps1c\VMS|,|VMS\METHODS-F_ps1c|,|METHODS-F_ps1c\VMS|,|VMS\METHODS-FA_ps1c|,|METHODS-FA_ps1c\VMS|,|VMS\METHODS-S_ps1c|,|METHODS-S_ps1c\VMS|
cassette-nibbler,40,2,0,0,6,0,6,0,60,0,62,0,38,0,38,0,38,0,17,0,38,0,16,0,16,0,16,0,6,0,4,0,38,0,38,0,5,0,4,0,29,0,29
sonar-clojure,6,1,0,0,1,0,1,0,19,0,19,0,5,0,4,1,0,1,0,0,3,0,3,0,3,0,3,1,0,1,0,1,0,1,0,1,0,1,0,1,2,1,2
dropwizard-gelf,54,52,0,0,1,0,1,0,26,0,24,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,3,0,1,0,1,0,1,0,28,0,28
fakeload,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HyperMinHash-java,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
jetCheck,60,6,0,6,0,6,0,6,0,6,0,0,51,0,51,0,49,3,5,0,49,3,0,3,0,3,5,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0
wicket-jquery-selectors,109,7,0,0,95,0,95,0,108,0,114,0,55,0,53,0,51,0,47,0,51,0,45,0,45,0,45,0,55,0,49,0,55,0,55,0,45,0,43,0,61,0,61
jscep,245,53,0,3,419,3,412,0,601,0,607,0,182,3,151,4,101,7,75,4,121,9,69,7,170,9,74,3,406,6,343,0,570,0,575,7,207,9,166,4,387,4,387
tarql,240,17,0,0,183,0,183,0,219,0,226,0,212,0,212,0,183,0,132,0,183,0,123,0,117,0,130,0,183,0,183,0,212,0,212,0,113,0,113,0,142,0,142
cdjscrobbler,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,18
braintree_java,0,0,0,0,0,0,0,0,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,24
SonarTsPlugin,52,6,0,0,30,0,30,0,57,0,60,0,30,0,30,0,26,0,20,0,26,0,12,0,12,0,20,0,30,0,30,0,35,0,35,0,16,0,16,0,29,0,29
rtree,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sling-org-apache-sling-feature,538,29,0,0,181,0,88,0,172,0,67,1,211,1,169,0,132,1,92,1,126,1,89,1,89,1,89,1,171,1,83,1,161,1,161,1,83,1,79,1,93,1,93
shopify-sdk,942,50,1,0,893,1,893,1,893,1,893,2,733,2,734,2,733,2,682,2,730,2,620,2,621,2,620,2,735,2,733,2,734,2,733,2,620,2,620,2,630,2,628
mutation-analysis-plugin,88,12,0,0,56,0,49,0,57,0,60,0,38,0,38,0,22,0,11,0,28,0,4,0,4,0,12,0,38,0,32,0,36,0,36,0,12,0,12,0,23,0,23
datasource-proxy,219,13,0,0,0,0,2,1,42,1,28,0,1,0,1,0,2,0,1,0,2,0,1,0,1,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,5,0,5
uuid-creator,0,0,0,0,0,0,0,0,28,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
kafka-pubsub-emulator,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
soapstone,508,33,1,2,457,2,388,0,464,0,398,4,413,2,413,4,377,5,298,3,375,2,295,3,295,4,295,2,408,1,303,0,414,0,413,3,289,3,239,2,313,2,313
commons-io,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sum,3124,282,2,12,2322,13,2148,9,2826,9,2666,7,1972,8,1895,11,1715,20,1381
arith_mean,195.25,20.14,1.00,3.00,211.09,2.60,179.00,2.25,188.40,2.25,177.73,2.33,151.69,2.00,145.77,2.75,142.92,2.86,115.08
geo_mean,65.30,10.41,1.00,2.45,50.48,2.05,35.38,1.57,89.31,1.57,81.62,2.00,46.30,1.86,40.42,2.38,45.23,2.15,27.18
