SHA,VMS\HyRTS,HyRTS\VMS,VMS\CLASSES,CLASSES\VMS,VMS\METHODS,METHODS\VMS,VMS\MOP,MOP\VMS,VMS\FINE,FINE\VMS
217e6001,4,0,4,0,4,0,0,0,4,0
3e69d214,0,0,0,0,0,0,0,4,0,0
7b78f286,0,0,0,0,0,0,0,4,0,0
0c9f308d,0,0,0,0,0,0,0,4,0,0
0af2a93d,0,0,0,0,0,0,0,4,0,0
e9fb3765,0,0,0,0,0,0,0,4,0,0
336c3606,0,0,0,0,0,0,0,4,0,0
b2359669,0,0,0,0,0,0,0,4,0,0
3c3cacae,0,0,0,0,0,0,0,4,0,0
f644d2aa,0,0,0,0,0,0,0,4,0,0
9bde2024,0,0,0,0,0,0,0,4,0,0
1e2f159b,2,0,2,0,2,0,0,4,2,0
0092942a,0,0,0,0,0,0,0,6,0,0
99c4d396,0,0,0,0,0,0,0,6,0,0
8f4fce7f,0,0,0,0,0,0,0,6,0,0
84d3184d,0,0,0,0,0,0,0,6,0,0
940d5723,0,0,0,0,0,0,0,6,0,0
7d262a11,0,0,0,0,0,0,0,6,0,0
