project,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps1c|,|CLASSES_ps1c\VMS|,|VMS\FINE_ps1c|,|FINE_ps1c\VMS|,|VMS\HyRTS_ps1c|,|HyRTS_ps1c\VMS|,|VMS\HyRTS-S_ps1c|,|HyRTS-S_ps1c\VMS|,|VMS\METHODS_ps1c|,|METHODS_ps1c\VMS|,|VMS\METHODS-F_ps1c|,|METHODS-F_ps1c\VMS|,|VMS\METHODS-FA_ps1c|,|METHODS-FA_ps1c\VMS|,|VMS\METHODS-S_ps1c|,|METHODS-S_ps1c\VMS|
almson-refcount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4
logback-kafka-appender,4,2,0,0,2,0,2,0,26,0,26,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,11,0,11
imglib2,1540,78,0,0,251,0,188,0,577,0,792,0,720,0,598,0,688,0,171,0,688,0,152,0,128,0,171,0,251,0,121,0,952,0,952,0,23,0,15,0,413,0,413
TurkishPropBank,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8
Mybatis-PageHelper,380,38,0,4,276,5,275,8,309,10,316,2,252,3,238,2,175,7,120,2,160,7,118,7,118,7,118,16,46,17,32,17,28,17,28,18,2,18,2,18,4,18,4
sailthru-java-client,100,5,0,0,76,0,72,0,65,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
joda-time,440,30,0,0,300,0,300,0,273,0,288,0,300,0,278,0,199,0,25,0,199,2,25,8,19,0,25,0,300,0,190,0,81,0,81,0,25,0,25,0,27,0,27
embedded-jmxtrans,8,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,0,71,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0,8,0
PointCloudUtilities,5,2,0,2,0,2,0,2,0,2,0,0,3,0,3,0,2,0,2,0,2,0,1,0,6,0,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0
ef-redis,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WZWave,28,5,0,0,20,0,20,0,32,0,34,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,5,0,5
cassette-nibbler,40,2,0,0,6,0,6,0,70,0,72,0,38,0,38,0,38,0,17,0,38,0,16,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
netdata-java-orchestrator,21,3,0,0,59,0,59,0,134,0,137,0,12,0,9,0,10,0,0,0,9,0,0,0,0,0,0,0,45,0,45,0,38,0,38,0,25,0,25,0,36,0,36
GivWenZen,72,19,0,0,20,0,12,0,55,0,69,0,38,0,29,0,26,0,16,0,26,0,15,0,15,0,15,0,12,0,9,0,12,0,12,0,7,0,5,0,21,0,21
sonar-gitlab-plugin,155,10,0,0,130,0,130,0,125,0,121,0,109,0,104,0,87,0,43,0,90,0,41,0,41,0,41,0,106,0,101,0,86,0,86,0,48,0,40,0,58,0,58
BeanTest,534,105,1,14,312,42,244,2,434,2,434,31,193,31,182,31,222,31,169,31,196,31,156,31,157,31,158,59,125,60,126,32,193,32,194,59,89,60,89,32,166,32,165
V8LogScanner,20,1,0,0,18,0,18,0,17,0,16,0,18,0,18,0,16,0,11,0,16,0,11,0,11,0,11,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
java-pubsub-group-kafka-connector,47,7,0,0,32,5,2,5,16,5,16,0,30,0,30,0,30,0,30,0,30,0,30,0,30,0,30,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0
TurkishSentiNet,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
osm-lib,86,6,0,0,70,0,58,0,88,0,88,1,30,1,30,1,24,1,23,1,24,1,23,1,23,1,23,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0
sum,3480,321,1,28,1572,62,1386,25,2257,27,2535,42,1746,43,1560,42,1520,47,628
arith_mean,217.50,20.06,1.00,7.00,112.29,12.40,99.00,5.00,132.76,5.40,149.12,10.50,124.71,10.75,111.43,10.50,108.57,11.75,52.33
geo_mean,61.92,8.12,1.00,5.47,50.65,7.00,37.89,4.18,61.45,4.37,65.03,4.72,33.14,5.22,30.90,4.72,28.29,6.45,22.33
