SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps3cl|,|CLASSES_ps3cl\VMS|,|VMS\FINE_ps3cl|,|FINE_ps3cl\VMS|,|VMS\HyRTS_ps3cl|,|HyRTS_ps3cl\VMS|,|VMS\HyRTS-S_ps3cl|,|HyRTS-S_ps3cl\VMS|,|VMS\METHODS_ps3cl|,|METHODS_ps3cl\VMS|,|VMS\METHODS-F_ps3cl|,|METHODS-F_ps3cl\VMS|,|VMS\METHODS-FA_ps3cl|,|METHODS-FA_ps3cl\VMS|,|VMS\METHODS-S_ps3cl|,|METHODS-S_ps3cl\VMS|
ff8974af,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251c86a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
974f006c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
030cbebf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50d7d590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arith_mean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geo_mean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
