SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps1c|,|CLASSES_ps1c\VMS|,|VMS\FINE_ps1c|,|FINE_ps1c\VMS|,|VMS\HyRTS_ps1c|,|HyRTS_ps1c\VMS|,|VMS\HyRTS-S_ps1c|,|HyRTS-S_ps1c\VMS|,|VMS\METHODS_ps1c|,|METHODS_ps1c\VMS|,|VMS\METHODS-F_ps1c|,|METHODS-F_ps1c\VMS|,|VMS\METHODS-FA_ps1c|,|METHODS-FA_ps1c\VMS|,|VMS\METHODS-S_ps1c|,|METHODS-S_ps1c\VMS|
9b15b2008bd9dc654127629d40009899a4104e67,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a345812f8fe6e80b8626b44eeb9f960842737bb6,5,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0
bae558d829400e0fee781cf60de295841afcf68b,5,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0
989cea121f33b6a4e35d99a0fdd3f8d599abff0c,5,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
9f8fe5b1bfed58169a01c6f2d8648f77b8743b89,5,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0
3c2e5880e592b327c179c59efb269bbfbfe2d52f,5,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
6756fd62dd70a8eaa6f53527a96a87f3ec54c765,5,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
eafa46e2f5e53791f6dbaa1acab007b2394909aa,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15cc3d301ac848eddc1dfbb6df9745d61c2f76f5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0be34d87125f0e5a14feb6dd27cd1d9ecca0ad51,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c76b75f68c5f90e8d82198130877042d4ff388e3,5,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
1c33a71c86d499bbc0381552763c759ef22134c8,5,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
63b64ba9d1a7d0e0a5fcbd3259335e364a84d441,5,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5
8dc4eec3bc4dd7fe3eb698c5cae8e204317d3e67,5,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
c78e510a6d557740eb1c692bf385dbc71bf6dd09,5,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
9c0b8ad67142f44e7dcc84583c8182e20351d992,5,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5
b68a9cf2a9662d8243498a0c8131fbad5102014b,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3389583fd6c1960c48f3e384067617659a255bed,5,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0
0faec47ffceada0c9909fb28e794366f752d5fe5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sum,95,5,0,0,34,0,32,0,30,0,22,0,30,0,22,0,22,0,22
arith_mean,5.00,5.00,0,0,2.43,0,2.46,0,2.50,0,2.75,0,2.50,0,2.75,0,2.75,0,2.75
geo_mean,5.00,5.00,0,0,2.28,0,2.30,0,2.33,0,2.51,0,2.33,0,2.51,0,2.51,0,2.51
