SHA,VMS\HyRTS,HyRTS\VMS,VMS\CLASSES,CLASSES\VMS,VMS\METHODS,METHODS\VMS,VMS\MOP,MOP\VMS,VMS\FINE,FINE\VMS
c6d5faf38703f9930b754483aafc7d96670efd65,0,0,0,0,0,0,0,0,0,0
326c3996fed38a2945c441b67b908755fefb330e,0,0,0,0,0,0,0,0,0,0
a4a836590882416c5f9d6d584e561a91aeb3261c,2,0,2,0,2,0,0,0,2,0
592263bb36a87e9b299185ccbc6ef6cab5fe9ad6,1,0,1,0,1,0,0,2,1,0
279b074c230a4d38041a9f40726739b0100e67fb,0,0,0,0,0,0,0,2,0,0
e87be91b7284e0c95fb987b4626ada8fb2bf3884,0,0,0,0,0,0,0,2,0,0
a7997642e89f63ea994271d7f163d186bd19ee98,0,0,0,0,0,0,0,2,0,0
507e6b54112d96df593652c6ab07625415a7be58,0,0,0,0,0,0,0,2,0,0
424160bb1c2cd5c9594142c5b13c5770081a8da9,0,0,0,0,0,0,0,2,0,0
134926fe66ac8df811df849bba452676292be60d,0,0,0,0,0,0,0,2,0,0
c99dbb219136ea9ed30dec718985278cbaeea404,3,0,3,0,3,0,0,2,3,0
87e483f5a462f37fc8079dd5c89222599c3fb0e6,1,0,1,0,1,0,0,5,1,0
a5e4956d0c5734e60abb254c920efe64fc12fb01,5,0,5,0,5,0,0,0,5,0
4521b49743f083a9a60e9f8e1c78a5de3884a5e7,4,0,4,0,4,0,0,5,4,0
