SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps1c|,|CLASSES_ps1c\VMS|,|VMS\FINE_ps1c|,|FINE_ps1c\VMS|,|VMS\HyRTS_ps1c|,|HyRTS_ps1c\VMS|,|VMS\HyRTS-S_ps1c|,|HyRTS-S_ps1c\VMS|,|VMS\METHODS_ps1c|,|METHODS_ps1c\VMS|,|VMS\METHODS-F_ps1c|,|METHODS-F_ps1c\VMS|,|VMS\METHODS-FA_ps1c|,|METHODS-FA_ps1c\VMS|,|VMS\METHODS-S_ps1c|,|METHODS-S_ps1c\VMS|
bb439097,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9f652e7a,6,0,0,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6
f7cb9b91,6,0,0,0,6,0,6,0,6,0,5,0,6,0,5,0,5,0,5
3afb0a43,6,0,0,0,6,0,6,0,6,0,5,0,6,0,5,0,5,0,5
dd00c81c,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96c13096,6,0,0,0,6,0,6,0,6,0,0,0,6,0,0,0,0,0,0
04698b21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1fd0a702,6,0,0,0,6,0,6,0,6,0,3,0,6,0,3,0,3,0,3
d77a3cfd,6,0,0,0,6,0,6,0,6,0,5,0,6,0,5,0,5,0,5
ed4fa984,6,0,0,0,6,0,6,0,6,0,0,0,6,0,0,0,0,0,0
094c2cb4,6,0,0,0,6,0,6,0,6,0,5,0,6,0,5,0,5,0,5
014cc932,6,0,0,0,6,0,6,0,6,0,0,0,6,0,0,0,0,0,0
427bb666,6,0,0,0,6,0,6,0,6,0,0,0,6,0,0,0,0,0,0
eb052c36,6,0,0,0,6,0,6,0,6,0,0,0,6,0,0,0,0,0,0
e060e937,6,0,0,0,6,0,6,0,5,0,2,0,5,0,2,0,2,0,2
d75e3d25,6,0,0,0,6,0,6,0,6,0,4,0,6,0,4,0,4,0,4
9909973e,6,0,0,0,6,0,6,0,6,0,4,0,6,0,4,0,4,0,4
bf213349,6,0,0,0,6,0,6,0,6,0,4,0,6,0,4,0,4,0,4
81f94cd4,6,0,0,0,6,0,6,0,6,0,0,0,6,0,0,0,0,0,0
5162ef9a,6,0,0,0,6,0,6,0,6,0,6,0,6,0,5,0,5,0,5
sum,120,6,0,0,108,0,102,0,101,0,49,0,101,0,48,0,48,0,48
arith_mean,6.00,6.00,-nan,-nan,6.00,-nan,6.00,-nan,5.94,-nan,4.45,-nan,5.94,-nan,4.36,-nan,4.36,-nan,4.36
geo_mean,6.00,6.00,-nan,-nan,6.00,-nan,6.00,-nan,5.94,-nan,4.27,-nan,5.94,-nan,4.20,-nan,4.20,-nan,4.20
