SHA,VMS\HyRTS,HyRTS\VMS,VMS\CLASSES,CLASSES\VMS,VMS\METHODS,METHODS\VMS,VMS\MOP,MOP\VMS,VMS\FINE,FINE\VMS
e46fcbb0,3,0,3,0,3,0,0,0,3,0
086211b2,0,0,0,0,0,0,0,3,0,0
a2277fcb,0,0,0,0,0,0,0,3,0,0
a584486c,0,0,0,0,0,0,0,3,0,0
