SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps3cl|,|CLASSES_ps3cl\VMS|,|VMS\FINE_ps3cl|,|FINE_ps3cl\VMS|,|VMS\HyRTS_ps3cl|,|HyRTS_ps3cl\VMS|,|VMS\HyRTS-S_ps3cl|,|HyRTS-S_ps3cl\VMS|,|VMS\METHODS_ps3cl|,|METHODS_ps3cl\VMS|,|VMS\METHODS-F_ps3cl|,|METHODS-F_ps3cl\VMS|,|VMS\METHODS-FA_ps3cl|,|METHODS-FA_ps3cl\VMS|,|VMS\METHODS-S_ps3cl|,|METHODS-S_ps3cl\VMS|
9435e5252e70babd05539c857f0fce17c9c7cb3d,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f2d1889c11e6abc68d1518ddca8c6870ae47e300,19,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
e2a67fc8b3e1568e60a01da44a4f551cf0f399b8,19,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
554a524af2d2b30d09505516adc412468a84d8fa,19,1,0,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
3a144732ddd24e4b1fac3e3d9cbd0370314e48d6,19,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
bf1b3b3f9ccf965b8a5dd5f38e63274dfef5378a,19,1,0,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
873df3755f00cb12119a8646fa0a1ce0cf431c8c,19,1,0,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
e83fe79a4083496dcbf87e29645e4dbe578957f0,19,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
322c261bbb6fd36162716abc3474e44f03c9a796,19,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
6e0d8beb6fe1b3242ab1904065d8bd29d7da2e00,19,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
b2bed20f32897bd7f582a1752ba0a5f2a6799191,19,1,0,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
b72cbaf5080b37c3c2bed2bb7ebd0bbb29183fd0,19,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
5b301ba50d647d4993635adcc3dc9eca0745f0c9,19,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
084f488f87a12de0657400c066a71c3b0b4b36fd,19,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
10d22fcb31027635156e722e62685a1932fab515,19,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
46a4d9e300f90db33758e2d058ef5ade9b094aae,19,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
997320f3270e3189b7bf2c960624f3f7a6c340b0,19,1,0,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
2d26e32c9520dd5764ad449b6a2471467ce63599,19,1,0,0,18,0,18,0,18,0,18,0,18,0,18,0,18,0,18
7b7f48cef921c8128fec0541780ecd8300249f21,19,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
f52f0d077e038a4ab2c9b934691300f74e0cd96e,19,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
sum,380,38,0,13,108,13,108,13,108,13,108,13,108,13,108,13,108,13,108
arith_mean,19.00,1.90,0,1.00,18.00,1.00,18.00,1.00,18.00,1.00,18.00,1.00,18.00,1.00,18.00,1.00,18.00,1.00,18.00
geo_mean,19.00,1.16,0,1.00,18.00,1.00,18.00,1.00,18.00,1.00,18.00,1.00,18.00,1.00,18.00,1.00,18.00,1.00,18.00
