SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps1c|,|CLASSES_ps1c\VMS|,|VMS\FINE_ps1c|,|FINE_ps1c\VMS|,|VMS\HyRTS_ps1c|,|HyRTS_ps1c\VMS|,|VMS\HyRTS-S_ps1c|,|HyRTS-S_ps1c\VMS|,|VMS\METHODS_ps1c|,|METHODS_ps1c\VMS|,|VMS\METHODS-F_ps1c|,|METHODS-F_ps1c\VMS|,|VMS\METHODS-FA_ps1c|,|METHODS-FA_ps1c\VMS|,|VMS\METHODS-S_ps1c|,|METHODS-S_ps1c\VMS|
4d782e211e9d9e112d34becec2c2987fd717f972,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311bb3b24237bc26ac2b7b9e649474f6b5d11140,75,0,0,0,24,0,24,0,68,0,0,0,68,0,0,0,0,0,0
e45314ae1ee005fb453f7fa8fc75e1c39fcc8399,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2d6644461ba55034a80b125e3570c42181cca149,76,1,0,0,28,0,28,0,50,0,11,0,50,0,9,0,5,0,11
ca346b8896f947592fa92501199587fd43752356,77,1,0,0,12,0,12,0,50,0,11,0,50,0,9,0,5,0,11
28c94188145cdebca845aa7569b3aa290de190f6,77,0,0,0,66,0,66,0,73,0,34,0,73,0,29,0,25,0,34
f835a880765bf61889ddb72d9c4c02dccae204b1,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a735f920c141592b07bbf1778a961871f4ef4386,77,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bba835d98ed438e17b970f650ad9256632e84a04,77,0,0,0,2,0,2,0,65,0,0,0,65,0,0,0,0,0,0
e2f354333a5b8462e8a4899ad27179d0f4f2b4ec,77,0,0,0,30,0,30,0,51,0,12,0,51,0,10,0,6,0,12
897b86b9ae9982dc2dc9df607bc18340ffbb3a0c,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59cf72243782679af46aa29928879504ddb36f29,77,0,0,0,74,0,74,0,73,0,0,0,73,0,0,0,0,0,0
1941a7e90b70fb7e5149f8cb757cacb64ab182de,77,0,0,0,74,0,74,0,73,0,0,0,73,0,0,0,0,0,0
ca903ae97d605c1323d4092eb4a1a9a1516237e1,78,1,0,0,77,0,77,0,77,0,77,0,77,0,77,0,77,0,77
1fe7dabbbcde784094ceca47f5036e8b3f1ec722,78,0,0,0,63,0,50,0,54,0,15,0,54,0,9,0,5,0,15
d5e69ffd8987e61a72640fd7ff82c3c3de6af3cf,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b34e8b9303acff77353ba86ee6ffb2f2ac88c635,78,0,0,0,55,0,0,0,2,0,0,0,2,0,0,0,0,0,0
43e04d682aed69638b0b779261725a51e62b016e,78,0,0,0,55,0,55,0,0,0,0,0,0,0,0,0,0,0,0
156d365aa3b5aa2a7df897532469bc99fd9f037d,78,0,0,0,75,0,51,0,50,0,11,0,50,0,9,0,5,0,11
599cd1d84d5bd2cc13940e1dfe75cf7c1fed6cd4,78,0,0,0,55,0,55,0,2,0,0,0,2,0,0,0,0,0,0
sum,1540,78,0,0,720,0,598,0,688,0,171,0,688,0,152,0,128,0,171
arith_mean,77.00,19.50,0,0,48.00,0,46.00,0,52.92,0,24.43,0,52.92,0,21.71,0,18.29,0,24.43
geo_mean,76.99,2.94,0,0,36.88,0,34.65,0,36.18,0,18.06,0,36.18,0,14.67,0,9.55,0,18.06
