SHA,VMS\HyRTS,HyRTS\VMS,VMS\CLASSES,CLASSES\VMS,VMS\METHODS,METHODS\VMS,VMS\MOP,MOP\VMS,VMS\FINE,FINE\VMS
70884f17,4,0,4,0,4,0,0,0,4,0
63b11acb,0,0,0,0,0,0,0,4,0,0
6cb9ef0d,0,0,0,0,0,0,0,4,0,0
99357456,0,0,0,0,0,0,0,4,0,0
568edb17,0,0,0,0,0,0,0,4,0,0
4eae3a52,0,0,0,0,0,0,0,4,0,0
9cf55afe,0,0,0,0,0,0,0,4,0,0
b36c822b,0,0,0,0,0,0,0,4,0,0
0282d3ab,0,0,0,0,0,0,0,4,0,0
46c9bfae,1,0,1,0,1,0,0,4,1,0
e05ce19a,0,0,0,0,0,0,0,5,0,0
58e9e9e4,0,0,0,0,0,0,0,5,0,0
9e4120fd,0,0,0,0,0,0,0,5,0,0
788b61cb,0,0,0,0,0,0,0,5,0,0
bb62b496,0,0,0,0,0,0,0,5,0,0
b9f73275,0,0,0,0,0,0,0,5,0,0
00efff7d,0,0,0,0,0,0,0,5,0,0
bb854ee1,0,0,0,0,0,0,0,5,0,0
1950b4d7,0,0,0,0,0,0,0,5,0,0
a6769045,0,0,0,0,0,0,0,5,0,0
