SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps1c|,|CLASSES_ps1c\VMS|,|VMS\FINE_ps1c|,|FINE_ps1c\VMS|,|VMS\HyRTS_ps1c|,|HyRTS_ps1c\VMS|,|VMS\HyRTS-S_ps1c|,|HyRTS-S_ps1c\VMS|,|VMS\METHODS_ps1c|,|METHODS_ps1c\VMS|,|VMS\METHODS-F_ps1c|,|METHODS-F_ps1c\VMS|,|VMS\METHODS-FA_ps1c|,|METHODS-FA_ps1c\VMS|,|VMS\METHODS-S_ps1c|,|METHODS-S_ps1c\VMS|
7ba41ad23656dc86f201ad3f5979f221c5b5d8d7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d01b718dfb0b74c80d87871d7bb464cfdb38668d,5,0,0,0,4,0,4,0,4,0,0,0,4,0,0,0,0,0,0
36076e72d4f6d60276ca3b1fc7e5d896e20f17ab,5,0,0,0,4,0,4,0,4,0,0,0,4,0,0,0,0,0,0
8a6d8b759a6196f02664f4c95677335168a8dcda,5,0,0,0,4,0,4,0,4,0,0,0,4,0,0,0,0,0,0
ff6b04f5510e90cc2105792f0be7354ec64cd891,5,0,0,0,4,0,4,0,4,0,0,0,4,0,0,0,0,0,0
44ce35b1bbc43659e15a34fdcf1ea0301a16daa4,5,0,0,0,4,0,4,0,4,0,0,0,4,0,0,0,0,0,0
5066da8dbaa6f5cdaf1e685c2e33f3fcab249704,5,0,0,0,4,0,4,0,4,0,0,0,4,0,0,0,0,0,0
e1140a27b8a0f489192c1773831759152f4a2bcd,6,1,0,0,4,0,4,0,4,1,0,0,4,1,0,1,0,1,0
b52d9c7e59ca2fa01c2cb143e51c2331603bc6b9,6,0,0,0,5,0,5,0,5,0,1,0,5,0,1,0,0,0,1
ed947c782bc3ca07730eb9765b839577457693d3,6,0,0,0,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0
487db04fe231052e55148939c8a0a8845a0fc089,6,0,0,0,5,0,5,0,5,0,1,0,5,0,1,0,0,0,1
a684bfcb4dfff6239a7f9eabe7c156d5413a8e20,6,0,0,0,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0
ead26267a24b9a451d3f96f75b06fa6dbfc660f1,6,0,0,0,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0
4efd8018e7710352af8c0cf22c45934b289af927,6,0,0,0,5,0,5,0,4,0,0,0,4,0,0,0,0,0,0
060f3f166946dcb9ef8e1c540cb313e7290ddce6,6,0,0,0,5,0,5,0,4,0,0,0,4,0,0,0,0,0,0
31554bf6bf41970db5b39390bcf681c636f3a87c,6,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0
d26ca579d042037d5b4b087986be62bff8e4c132,6,0,0,0,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0
e3529a9d31fe7917dc2b7f8898464de49c8b66d1,6,0,0,0,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0
260eb94cd0edb6b2ee3309d15b48f6fbe940eaa8,6,0,0,0,5,0,5,0,4,0,0,0,4,0,0,0,0,0,0
35190318898130305c25f46e3c6ec273a7366b64,6,0,0,0,5,0,5,0,5,0,1,0,5,0,1,0,0,0,1
sum,113,6,0,0,88,0,88,0,80,1,3,0,80,1,3,1,0,1,3
arith_mean,5.65,3.00,-nan,-nan,4.63,-nan,4.63,-nan,4.44,1.00,1.00,-nan,4.44,1.00,1.00,1.00,-nan,1.00,1.00
geo_mean,5.63,2.24,-nan,-nan,4.61,-nan,4.61,-nan,4.42,1.00,1.00,-nan,4.42,1.00,1.00,1.00,-nan,1.00,1.00
