SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps1c|,|CLASSES_ps1c\VMS|,|VMS\FINE_ps1c|,|FINE_ps1c\VMS|,|VMS\HyRTS_ps1c|,|HyRTS_ps1c\VMS|,|VMS\HyRTS-S_ps1c|,|HyRTS-S_ps1c\VMS|,|VMS\METHODS_ps1c|,|METHODS_ps1c\VMS|,|VMS\METHODS-F_ps1c|,|METHODS-F_ps1c\VMS|,|VMS\METHODS-FA_ps1c|,|METHODS-FA_ps1c\VMS|,|VMS\METHODS-S_ps1c|,|METHODS-S_ps1c\VMS|
6a8ef6dfec9421e74f38267a772370b0f1cd2c9d,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4da97794eaa3a08d33e253d41ea78f50eb749170,10,0,0,0,9,0,9,0,9,0,0,0,9,0,0,0,0,0,0
e6ec6fc9e6b05b27e2fbcab7f970a7509d755174,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
f3dece2ee657ed38fbd1f952feaf3a3653b09d8a,10,0,0,0,9,0,9,0,9,0,6,0,9,0,5,0,5,0,5
96d6580a72a575d20cfb4c627b3eb7cef770b3f3,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
fdd98e5113b599ff05734a6ceb3cfe85d44ab491,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
233ab917c942420a67b9ddd599098e310a08d3f7,10,0,0,0,9,0,9,0,9,0,6,0,9,0,0,0,0,0,0
sum,70,10,0,0,57,0,57,0,57,0,42,0,57,0,35,0,35,0,35
arith_mean,10.00,10.00,-nan,-nan,9.50,-nan,9.50,-nan,9.50,-nan,8.40,-nan,9.50,-nan,8.75,-nan,8.75,-nan,8.75
geo_mean,10.00,10.00,-nan,-nan,9.49,-nan,9.49,-nan,9.49,-nan,8.15,-nan,9.49,-nan,8.41,-nan,8.41,-nan,8.41
