SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps3cl|,|CLASSES_ps3cl\VMS|,|VMS\FINE_ps3cl|,|FINE_ps3cl\VMS|,|VMS\HyRTS_ps3cl|,|HyRTS_ps3cl\VMS|,|VMS\HyRTS-S_ps3cl|,|HyRTS-S_ps3cl\VMS|,|VMS\METHODS_ps3cl|,|METHODS_ps3cl\VMS|,|VMS\METHODS-F_ps3cl|,|METHODS-F_ps3cl\VMS|,|VMS\METHODS-FA_ps3cl|,|METHODS-FA_ps3cl\VMS|,|VMS\METHODS-S_ps3cl|,|METHODS-S_ps3cl\VMS|
0f575248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f403aa4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4e169da8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98374a1d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0f9d2bec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81d13994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fa9348d5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2128d6c7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579a98c6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e1af5864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3c41f4e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dcd15522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98a58450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0dd5fb28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376aa7df,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f45cb0be,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
09f827e2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8b4d0d45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57822a00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b75e47ab,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arith_mean,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
geo_mean,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan,-nan
