SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps3cl|,|CLASSES_ps3cl\VMS|,|VMS\FINE_ps3cl|,|FINE_ps3cl\VMS|,|VMS\HyRTS_ps3cl|,|HyRTS_ps3cl\VMS|,|VMS\HyRTS-S_ps3cl|,|HyRTS-S_ps3cl\VMS|,|VMS\METHODS_ps3cl|,|METHODS_ps3cl\VMS|,|VMS\METHODS-F_ps3cl|,|METHODS-F_ps3cl\VMS|,|VMS\METHODS-FA_ps3cl|,|METHODS-FA_ps3cl\VMS|,|VMS\METHODS-S_ps3cl|,|METHODS-S_ps3cl\VMS|
4522bb9ddc4b97bd8e705c0f3db3f8ac40e307d1,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85f8b25c1ec8cd6f9c52be9ee9e91957e67bfa05,26,0,0,0,26,0,26,0,12,0,0,0,12,0,0,0,0,0,0
a8d410dea8f0f58dcc50c85f98bb85bca9c503bd,26,0,0,0,26,0,26,0,9,0,9,0,9,0,9,0,9,0,9
f75bc11df480f854e80b1c1b81cf825d3c733355,44,18,0,0,0,0,0,0,9,0,9,0,9,0,9,0,9,0,9
a8087ee62b4a0364f5947b0bf0c0afc8643229a6,44,1,0,0,43,1,9,1,9,1,9,1,9,1,9,1,9,1,9
ffec6c73941ac259fb8ffd8b0d1b9781656df0fb,44,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
e95c5e7548bb172a149bb80350aa58aa6e1437a7,44,0,0,0,18,0,18,0,9,0,9,0,9,0,0,0,0,0,0
ed62c9b53aefb7ce0a20e6a912530fa2f38a32ad,44,0,0,0,9,0,9,0,9,0,9,0,9,0,9,0,9,0,9
6fe1722ce0cbee846ce586cded9a75e37de7637a,44,0,0,0,44,0,44,0,44,0,44,0,44,0,44,0,44,0,44
711bd2ded75b241b0cac73c94e8dfa6aafc87540,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cc0d12a7e25f098324e2cfbf17387d449edf3565,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22a605a791345366be02e255cafd5c4ac37673e6,58,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99d3ae18861ec9e696a3d4ceae31fc401a701ca8,58,0,0,0,58,0,58,0,58,0,58,0,58,0,58,0,58,0,58
52fe3322b0bbad223ea58f7cfe45be9e55e4b2e5,58,0,0,0,58,0,58,0,42,0,42,0,51,0,0,0,0,0,0
c263f34812860ae719e1ae3b6af164c25c2af428,58,0,0,0,14,0,14,0,14,0,14,0,14,0,11,0,11,0,14
259ec0395436c934cd3600c8a964294177cc2a57,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18dc2587ea5502253d6aa2e82a45d197d895dee5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c7c9aa6c4744188b8b36e84c0721b56da580db83,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c0036a59817bd72d006438249cef92a87ce1c413,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
752129deabd609cd535dc761fadfcf2da845d27d,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sum,952,59,0,0,296,1,262,1,215,1,203,1,233,1,149,1,149,1,152
arith_mean,47.60,14.75,0,0,32.89,1.00,29.11,1.00,21.50,1.00,22.56,1.00,21.18,1.00,21.29,1.00,21.29,1.00,21.71
geo_mean,46.04,9.00,0,0,27.75,1.00,23.32,1.00,15.95,1.00,16.46,1.00,15.41,1.00,15.16,1.00,15.16,1.00,15.69
