SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps1c|,|CLASSES_ps1c\VMS|,|VMS\FINE_ps1c|,|FINE_ps1c\VMS|,|VMS\HyRTS_ps1c|,|HyRTS_ps1c\VMS|,|VMS\HyRTS-S_ps1c|,|HyRTS-S_ps1c\VMS|,|VMS\METHODS_ps1c|,|METHODS_ps1c\VMS|,|VMS\METHODS-F_ps1c|,|METHODS-F_ps1c\VMS|,|VMS\METHODS-FA_ps1c|,|METHODS-FA_ps1c\VMS|,|VMS\METHODS-S_ps1c|,|METHODS-S_ps1c\VMS|
c7087ed66219f4b9b0344c96faa1c512c0461cac,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5bfbb94a6983e6a2c5a9897ceec65fc56e715144,7,0,0,0,2,0,2,0,2,0,2,0,2,0,0,0,0,0,0
3af1768025c750cfcefd2460a9145fbb44531c02,7,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
1088992121d8425244a429b572894a572968fc22,7,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
f7bf48fb510989642a40bad1341ab8c71ee410e5,7,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
a03e7067a036d55ad7cbff57f8ad5bb4e0d2afee,7,0,0,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7
ca5e1057cf3bdf3f64177daf36ea4039d66cad4c,7,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
4d692e9c74488e640bce245a6e6c982464e5423f,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d1fdcfb1f3ae8326411022bbc7bebee07f1948bb,7,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0
56d971dc2014597a1919f5e9cebd638fadb8e235,7,0,0,0,2,0,0,0,2,0,2,0,2,0,2,0,2,0,2
68471da689d4eb3cbd1b8829106273cda0f1fc40,7,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0
893e20e8817b3437630fe390214ab8fb7a8146c0,7,0,0,0,7,0,7,0,7,0,7,0,7,0,7,0,7,0,7
dd5a9b404e844ed18862af061338aab9a8a691bb,5,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5
f6dbafd31bede6345ef41a6eba3cb930b165707f,5,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5
cb8e4d36a320febc3f594ad073c1ae64dd090f6a,5,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5
c5c5b42a04013eed865715fbf373466244868a9e,5,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5
ce818232fc4bf6154795193f428466bfd59dc4f8,5,0,0,0,5,0,5,0,5,0,5,0,5,0,5,0,5,0,5
sum,109,7,0,0,55,0,53,0,51,0,47,0,51,0,45,0,45,0,45
arith_mean,6.41,7.00,0,0,3.67,0,3.79,0,3.92,0,4.27,0,3.92,0,4.50,0,4.50,0,4.50
geo_mean,6.34,7.00,0,0,3.21,0,3.32,0,3.45,0,3.81,0,3.45,0,4.06,0,4.06,0,4.06
