SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps1c|,|CLASSES_ps1c\VMS|,|VMS\FINE_ps1c|,|FINE_ps1c\VMS|,|VMS\HyRTS_ps1c|,|HyRTS_ps1c\VMS|,|VMS\HyRTS-S_ps1c|,|HyRTS-S_ps1c\VMS|,|VMS\METHODS_ps1c|,|METHODS_ps1c\VMS|,|VMS\METHODS-F_ps1c|,|METHODS-F_ps1c\VMS|,|VMS\METHODS-FA_ps1c|,|METHODS-FA_ps1c\VMS|,|VMS\METHODS-S_ps1c|,|METHODS-S_ps1c\VMS|
96b2f21d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4fddd6d7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418a1e7b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721c28e6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d66a71f7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6373d176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bc6ee4fe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96284293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6ae5bfdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
b0a0f225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a08b598f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f37f8990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573ddeed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93f865dc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4a710099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19a16806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dff59b93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0ae2846a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39697872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97b7d4ca,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arith_mean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geo_mean,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
