SHA,VMS\HyRTS,HyRTS\VMS,VMS\CLASSES,CLASSES\VMS,VMS\METHODS,METHODS\VMS,VMS\MOP,MOP\VMS,VMS\FINE,FINE\VMS
8a148f0845336fefd69d60a054695c6b5f3626f9,3,0,3,0,3,0,0,0,3,0
130f01463d35c6258d25339945117732f4b52516,0,0,0,0,0,0,0,3,0,0
e2879c1dd2ee25e5dee7bf1bf5fc01575cf64a97,0,0,0,0,0,0,0,3,0,0
8e77f963cbc0c688649504b95cc29bf09e4574c1,0,0,0,0,0,0,0,3,0,0
cbcb094b9bbf190984564392f2ee0803f2d5f87b,0,0,0,0,0,0,0,3,0,0
d311fa0ccdfd6a3fbfcda59d8dd745e48d8d868a,2,0,2,0,2,0,0,1,2,0
6322f2e2dcd6013eb3d22f14e28c036fb35f75b9,2,0,2,0,2,0,0,1,2,0
3e279e43dc87a67eef212c5325b9df3b80b3587b,2,0,2,0,2,0,0,1,2,0
1b078592e738801f3fe84975a1b50360e275ce47,0,0,0,0,0,0,0,3,0,0
b27b9f782d87244fda4ac8b5e58a297375992b1b,0,0,0,0,0,0,0,3,0,0
35781cc857d22160c77fc6d80686fabf3ec65af2,0,0,0,0,0,0,0,3,0,0
9b83e0ad4b3ff209c468af9c204ec1b900b75fb8,0,0,0,0,0,0,0,3,0,0
b6291a9712d1976dcef34a053f8ddc08719f0d85,0,0,0,0,0,0,0,3,0,0
408e5ce0131b11bda5d0efaa2bdaef3b7dc10b16,0,0,0,0,0,0,0,3,0,0
