SHA,VMS\HyRTS,HyRTS\VMS,VMS\CLASSES,CLASSES\VMS,VMS\METHODS,METHODS\VMS,VMS\MOP,MOP\VMS,VMS\FINE,FINE\VMS
4522bb9ddc4b97bd8e705c0f3db3f8ac40e307d1,26,0,26,0,26,0,0,0,26,0
85f8b25c1ec8cd6f9c52be9ee9e91957e67bfa05,0,0,0,0,0,0,0,26,0,0
a8d410dea8f0f58dcc50c85f98bb85bca9c503bd,0,0,0,0,0,0,0,26,0,0
f75bc11df480f854e80b1c1b81cf825d3c733355,18,0,18,0,18,0,0,26,18,0
a8087ee62b4a0364f5947b0bf0c0afc8643229a6,1,0,1,0,1,0,0,43,1,0
ffec6c73941ac259fb8ffd8b0d1b9781656df0fb,0,0,0,0,0,0,0,44,0,0
e95c5e7548bb172a149bb80350aa58aa6e1437a7,0,0,0,0,0,0,0,44,0,0
ed62c9b53aefb7ce0a20e6a912530fa2f38a32ad,0,0,0,0,0,0,0,44,0,0
6fe1722ce0cbee846ce586cded9a75e37de7637a,0,0,0,0,0,0,0,44,0,0
711bd2ded75b241b0cac73c94e8dfa6aafc87540,0,0,0,0,0,0,0,44,0,0
cc0d12a7e25f098324e2cfbf17387d449edf3565,0,0,0,0,0,0,0,44,0,0
22a605a791345366be02e255cafd5c4ac37673e6,14,0,14,0,14,0,0,44,14,0
99d3ae18861ec9e696a3d4ceae31fc401a701ca8,0,0,0,0,0,0,0,58,0,0
52fe3322b0bbad223ea58f7cfe45be9e55e4b2e5,0,0,0,0,0,0,0,58,0,0
c263f34812860ae719e1ae3b6af164c25c2af428,0,0,0,0,0,0,0,58,0,0
259ec0395436c934cd3600c8a964294177cc2a57,0,0,0,0,0,0,0,58,0,0
18dc2587ea5502253d6aa2e82a45d197d895dee5,0,0,0,0,0,0,0,58,0,0
c7c9aa6c4744188b8b36e84c0721b56da580db83,0,0,0,0,0,0,0,58,0,0
c0036a59817bd72d006438249cef92a87ce1c413,0,0,0,0,0,0,0,58,0,0
752129deabd609cd535dc761fadfcf2da845d27d,0,0,0,0,0,0,0,58,0,0
