SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps1c|,|CLASSES_ps1c\VMS|,|VMS\FINE_ps1c|,|FINE_ps1c\VMS|,|VMS\HyRTS_ps1c|,|HyRTS_ps1c\VMS|,|VMS\HyRTS-S_ps1c|,|HyRTS-S_ps1c\VMS|,|VMS\METHODS_ps1c|,|METHODS_ps1c\VMS|,|VMS\METHODS-F_ps1c|,|METHODS-F_ps1c\VMS|,|VMS\METHODS-FA_ps1c|,|METHODS-FA_ps1c\VMS|,|VMS\METHODS-S_ps1c|,|METHODS-S_ps1c\VMS|
2f90181f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2a3c92b8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c2fa911b,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99469303,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77f71a8a,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cd7e52a5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dffe3f09,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14e4619a,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8ffb32eb,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a3651a88,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9064563e,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27f23b6e,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a90fc406,6,0,0,0,6,0,6,0,6,0,6,0,6,0,0,0,0,0,0
a4d084cb,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97f1e8f7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a154125d,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79f65f89,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f8508b40,6,4,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
bcc947ae,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499e0588,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sum,108,10,0,0,8,0,8,0,8,0,8,0,8,0,2,0,2,0,2
arith_mean,6.00,5.00,0,0,4.00,0,4.00,0,4.00,0,4.00,0,4.00,0,2.00,0,2.00,0,2.00
geo_mean,6.00,4.90,0,0,3.46,0,3.46,0,3.46,0,3.46,0,3.46,0,2.00,0,2.00,0,2.00
