SHA,VMS\HyRTS,HyRTS\VMS,VMS\CLASSES,CLASSES\VMS,VMS\METHODS,METHODS\VMS,VMS\MOP,MOP\VMS,VMS\FINE,FINE\VMS
11100798e0c0f2a8a84e26c7c31aa104311f0480,21,0,21,0,21,0,0,1,21,0
f78f52ff7455e09fa03bb8cd7c071268cb0e3998,3,0,3,0,3,0,0,20,3,0
beafa8ed339f30a3347f1b20ef112380efdc7de1,0,0,0,0,0,0,0,23,0,0
885fcd6168ca23e93a1c24300f2ddcbda720258c,3,0,3,0,3,0,0,23,3,0
19192deeb489ab9213136006c3a433a060a7b29e,0,0,0,0,0,0,0,26,0,0
bc98265f6d4650822fba6865e0ae591e8477897d,0,0,0,0,0,0,0,26,0,0
060daed5a72a0e3d95c65319fd99e3285a5b213a,0,0,0,0,0,0,0,26,0,0
8a09e6e090f5eaf28d3f59e005eda059025b765e,0,0,0,0,0,0,0,26,0,0
5ff3901493ae27eb4ef54ab0116dfc60a9fff421,0,0,0,0,0,0,0,25,0,0
60bd7d5cc1b515db30258a23c4949fc9b3964648,2,0,2,0,2,0,0,24,2,0
145a4bf7c99cf768a671e5c874bd6db7b26a3aff,1,0,1,0,1,0,0,25,1,0
818010687799c0fd5a63fa7a21ad7db4ad7986a7,0,0,0,0,0,0,0,25,0,0
607165f39d022e9ce36324e3abdb21c40bd64a14,0,0,0,0,0,0,0,26,0,0
8338e163b8cd4ff83f97fdd69527768338ffa5cc,0,0,0,0,0,0,0,26,0,0
276fe86a305d726232767bfc003d8f943b4491de,0,0,0,0,0,0,0,25,0,0
8841e30d9c1267941f5c7a54399eb20a5b63e65d,0,0,0,0,0,0,0,26,0,0
71328521eae87bd7c3deef00b15a1de1fa2c0628,1,0,1,0,1,0,0,25,1,0
821d1cf9581ecc2e170ab6775b7d637c27669671,1,0,1,0,1,0,0,26,1,0
25916d170800b4ba3946b7469317ddd7442e303a,1,0,1,0,1,0,1,26,1,0
fb2347bd3b7bf1649b4e645b81003b611386f904,0,0,0,0,0,0,0,26,0,0
