SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps3cl|,|CLASSES_ps3cl\VMS|,|VMS\FINE_ps3cl|,|FINE_ps3cl\VMS|,|VMS\HyRTS_ps3cl|,|HyRTS_ps3cl\VMS|,|VMS\HyRTS-S_ps3cl|,|HyRTS-S_ps3cl\VMS|,|VMS\METHODS_ps3cl|,|METHODS_ps3cl\VMS|,|VMS\METHODS-F_ps3cl|,|METHODS-F_ps3cl\VMS|,|VMS\METHODS-FA_ps3cl|,|METHODS-FA_ps3cl\VMS|,|VMS\METHODS-S_ps3cl|,|METHODS-S_ps3cl\VMS|
767e5ef237544640bbf638a145317c223c4525ab,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441a17e9cede9cc73dc2860e29d779a85fd99e99,8,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
11c857e7eb359fcabd6ce7e0a02cd7ad773b0d9c,10,2,0,2,1,2,1,2,1,2,0,2,1,2,0,2,0,2,0
e5ac9345dcda19981fe521530708e8f24537deaa,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
b22ddbf0544d9e019c41af70f1320497eedc867a,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0904f0e9cc3d73cb94dda690b3b4fbeefe828e9c,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
6efd85b2d8267d554293eadd608c9963f81e0478,10,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
cd68eb8dca18760d77d010569aab938c766e19c2,10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
6bcf7fcc3a382df20e75cc8de26a173fe6638ffa,10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
f8d9f00c7bb21541d0986666be4b74d47a85f9f6,10,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
4f91dd1bb29f23e20233e4a95ad00feb575259d6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86016c7dfc776f582b001c9b34d26f332128db8b,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
638c1ddf47aa4e7acdfc2cc537666c93f8dead1c,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427b91e5708f78fdb018c00b2148e95a3c4aa008,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ac1e3a43da2469c62dce19e8111b011756f1f08c,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62c060ad12fdd998ec0aaef20867bdc1647c35d0,14,11,0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3
2c93dbab98c656732261bbaa77a35f85241df693,17,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0
49d5b5932631a9d640b9dda67f7d1c03ae6c9a58,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27b7842bf5ba2847b350421d1ac555988a402e97,14,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
15954a0aa18244e151963a0fcd5274d5849929a5,14,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sum,222,27,0,5,28,5,28,5,27,8,25,5,27,8,25,8,25,8,25
arith_mean,11.10,3.86,0,2.50,3.50,2.50,3.50,2.50,3.86,1.60,5.00,2.50,3.86,1.60,5.00,1.60,5.00,1.60,5.00
geo_mean,10.85,2.45,0,2.45,2.04,2.45,2.04,2.45,2.26,1.43,3.13,2.45,2.26,1.43,3.13,1.43,3.13,1.43,3.13
