SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps1c|,|CLASSES_ps1c\VMS|,|VMS\FINE_ps1c|,|FINE_ps1c\VMS|,|VMS\HyRTS_ps1c|,|HyRTS_ps1c\VMS|,|VMS\HyRTS-S_ps1c|,|HyRTS-S_ps1c\VMS|,|VMS\METHODS_ps1c|,|METHODS_ps1c\VMS|,|VMS\METHODS-F_ps1c|,|METHODS-F_ps1c\VMS|,|VMS\METHODS-FA_ps1c|,|METHODS-FA_ps1c\VMS|,|VMS\METHODS-S_ps1c|,|METHODS-S_ps1c\VMS|
e46fcbb0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
086211b2,3,0,0,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,0
a2277fcb,3,0,0,0,3,0,3,0,3,0,3,0,3,0,0,0,0,0,0
a584486c,3,0,0,0,3,0,3,0,3,0,0,0,3,0,0,0,0,0,0
sum,12,3,0,0,9,0,9,0,9,0,6,0,6,0,0,0,0,0,0
arith_mean,3.00,3.00,-nan,-nan,3.00,-nan,3.00,-nan,3.00,-nan,3.00,-nan,3.00,-nan,-nan,-nan,-nan,-nan,-nan
geo_mean,3.00,3.00,-nan,-nan,3.00,-nan,3.00,-nan,3.00,-nan,3.00,-nan,3.00,-nan,-nan,-nan,-nan,-nan,-nan
