SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps3cl|,|CLASSES_ps3cl\VMS|,|VMS\FINE_ps3cl|,|FINE_ps3cl\VMS|,|VMS\HyRTS_ps3cl|,|HyRTS_ps3cl\VMS|,|VMS\HyRTS-S_ps3cl|,|HyRTS-S_ps3cl\VMS|,|VMS\METHODS_ps3cl|,|METHODS_ps3cl\VMS|,|VMS\METHODS-F_ps3cl|,|METHODS-F_ps3cl\VMS|,|VMS\METHODS-FA_ps3cl|,|METHODS-FA_ps3cl\VMS|,|VMS\METHODS-S_ps3cl|,|METHODS-S_ps3cl\VMS|
08aa0c35e50780188b8e5c6f68d858ff591a2855,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ed381a9db75775eda38984059fe003a75ca65924,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fd2e07c61df687809c5764fbaffd45f9669694f,12,0,0,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
07b98e6fd7fa09ffce013db29491574a91256349,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5091ef4a3d9f64f6bd9fbc6dc1a3e58e24cfe3e9,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f6896db1a208b2f7bdc708a183dc8dd66e412c1c,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23bd02f349339bb4df52e53d2fde0b6736312792,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e4e537ad9e6fc86fddc21af1aec30a9b054c617b,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
980357c7a67e9131ff95195caa8876f447931b8a,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6885ee6884752cef80c8e34ec6800005cf5f7c58,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337a9fe571d0fc8205cf6c7746b939e58c3f92cd,12,0,0,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
3f9906667d726deea59486f6a737f2f40c21223b,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f944d366595ef3969e2bc3e2151d4e46c146e5e0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
000d7ffe12599d788bb012087f4acb8cb0a8f291,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ce57f3d54e955e240e7cb7d09e77eafa1f3dda36,11,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0,6,0
e75622f1377bcdd861f04eb1bb62c98c84b0e421,11,0,0,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
0ef6a3ebed9037c7ac49f3ab385d5d5685b8b008,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a32effba2c57e70d9db235721fd129f1291ade96,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54422decba8c4c335bb4d826ea7225d3663e77bc,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ad5cd7fd16d86f3ed4cac33d4987d15c3ac2d6e8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sum,234,18,0,6,35,6,35,6,35,6,35,6,35,6,35,6,35,6,35
arith_mean,11.70,9.00,-nan,6.00,11.67,6.00,11.67,6.00,11.67,6.00,11.67,6.00,11.67,6.00,11.67,6.00,11.67,6.00,11.67
geo_mean,11.69,8.49,-nan,6.00,11.66,6.00,11.66,6.00,11.66,6.00,11.66,6.00,11.66,6.00,11.66,6.00,11.66,6.00,11.66
