SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps3cl|,|CLASSES_ps3cl\VMS|,|VMS\FINE_ps3cl|,|FINE_ps3cl\VMS|,|VMS\HyRTS_ps3cl|,|HyRTS_ps3cl\VMS|,|VMS\HyRTS-S_ps3cl|,|HyRTS-S_ps3cl\VMS|,|VMS\METHODS_ps3cl|,|METHODS_ps3cl\VMS|,|VMS\METHODS-F_ps3cl|,|METHODS-F_ps3cl\VMS|,|VMS\METHODS-FA_ps3cl|,|METHODS-FA_ps3cl\VMS|,|VMS\METHODS-S_ps3cl|,|METHODS-S_ps3cl\VMS|
6a8ef6dfec9421e74f38267a772370b0f1cd2c9d,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4da97794eaa3a08d33e253d41ea78f50eb749170,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
e6ec6fc9e6b05b27e2fbcab7f970a7509d755174,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
f3dece2ee657ed38fbd1f952feaf3a3653b09d8a,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
96d6580a72a575d20cfb4c627b3eb7cef770b3f3,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
fdd98e5113b599ff05734a6ceb3cfe85d44ab491,10,0,0,0,10,0,10,0,10,0,10,0,10,0,10,0,10,0,10
233ab917c942420a67b9ddd599098e310a08d3f7,10,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
sum,70,10,0,0,33,0,33,0,30,0,30,0,30,0,30,0,30,0,30
arith_mean,10.00,10.00,-nan,-nan,5.50,-nan,5.50,-nan,10.00,-nan,10.00,-nan,10.00,-nan,10.00,-nan,10.00,-nan,10.00
geo_mean,10.00,10.00,-nan,-nan,3.16,-nan,3.16,-nan,10.00,-nan,10.00,-nan,10.00,-nan,10.00,-nan,10.00,-nan,10.00
