SHA,|MOP|,|VMS|,|VMS\MOP|,|VMS\CLASSES_ps1c|,|CLASSES_ps1c\VMS|,|VMS\FINE_ps1c|,|FINE_ps1c\VMS|,|VMS\HyRTS_ps1c|,|HyRTS_ps1c\VMS|,|VMS\HyRTS-S_ps1c|,|HyRTS-S_ps1c\VMS|,|VMS\METHODS_ps1c|,|METHODS_ps1c\VMS|,|VMS\METHODS-F_ps1c|,|METHODS-F_ps1c\VMS|,|VMS\METHODS-FA_ps1c|,|METHODS-FA_ps1c\VMS|,|VMS\METHODS-S_ps1c|,|METHODS-S_ps1c\VMS|
6cbb3f6b,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7c44c923,2,0,0,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,1
69328c8f,2,0,0,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,1
c472d45d,2,0,0,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,1
86b22734,2,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0
58f6bdab,2,0,0,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,1
9c11a596,2,0,0,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,1
c7f22400,2,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0
ba5b41e2,2,0,0,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,1
bcd1dc8d,2,0,0,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,1
42524d19,2,0,0,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,1
efe49e8f,2,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0
5a110fb4,2,0,0,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,1
708ae28c,2,0,0,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,1
2fdba8f2,2,0,0,0,2,0,2,0,2,0,1,0,2,0,0,0,0,0,0
55fc729f,2,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
c5f63d1f,2,0,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,0
26ab38a0,2,0,0,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,1
d2cebb56,2,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2
b3963ecd,2,0,0,0,2,0,2,0,2,0,1,0,2,0,1,0,1,0,1
sum,40,2,0,0,38,0,38,0,38,0,17,0,38,0,16,0,16,0,16
arith_mean,2.00,2.00,0,0,2.00,0,2.00,0,2.00,0,1.13,0,2.00,0,1.14,0,1.14,0,1.14
geo_mean,2.00,2.00,0,0,2.00,0,2.00,0,2.00,0,1.10,0,2.00,0,1.10,0,1.10,0,1.10
