SHA,VMS\HyRTS,HyRTS\VMS,VMS\CLASSES,CLASSES\VMS,VMS\METHODS,METHODS\VMS,VMS\MOP,MOP\VMS,VMS\FINE,FINE\VMS
4d782e211e9d9e112d34becec2c2987fd717f972,75,0,75,0,75,0,0,0,75,0
311bb3b24237bc26ac2b7b9e649474f6b5d11140,0,0,0,0,0,0,0,75,0,0
e45314ae1ee005fb453f7fa8fc75e1c39fcc8399,0,0,0,0,0,0,0,75,0,0
2d6644461ba55034a80b125e3570c42181cca149,1,0,1,0,1,0,0,75,1,0
ca346b8896f947592fa92501199587fd43752356,1,0,1,0,1,0,0,76,1,0
28c94188145cdebca845aa7569b3aa290de190f6,0,0,0,0,0,0,0,77,0,0
f835a880765bf61889ddb72d9c4c02dccae204b1,0,0,0,0,0,0,0,77,0,0
a735f920c141592b07bbf1778a961871f4ef4386,0,0,0,0,0,0,0,77,0,0
bba835d98ed438e17b970f650ad9256632e84a04,0,0,0,0,0,0,0,77,0,0
e2f354333a5b8462e8a4899ad27179d0f4f2b4ec,0,0,0,0,0,0,0,77,0,0
897b86b9ae9982dc2dc9df607bc18340ffbb3a0c,0,0,0,0,0,0,0,77,0,0
59cf72243782679af46aa29928879504ddb36f29,0,0,0,0,0,0,0,77,0,0
1941a7e90b70fb7e5149f8cb757cacb64ab182de,0,0,0,0,0,0,0,77,0,0
ca903ae97d605c1323d4092eb4a1a9a1516237e1,1,0,1,0,1,0,0,77,1,0
1fe7dabbbcde784094ceca47f5036e8b3f1ec722,0,0,0,0,0,0,0,78,0,0
d5e69ffd8987e61a72640fd7ff82c3c3de6af3cf,0,0,0,0,0,0,0,78,0,0
b34e8b9303acff77353ba86ee6ffb2f2ac88c635,0,0,0,0,0,0,0,78,0,0
43e04d682aed69638b0b779261725a51e62b016e,0,0,0,0,0,0,0,78,0,0
156d365aa3b5aa2a7df897532469bc99fd9f037d,0,0,0,0,0,0,0,78,0,0
599cd1d84d5bd2cc13940e1dfe75cf7c1fed6cd4,0,0,0,0,0,0,0,78,0,0
