SHA,#AFFECTED_SPECS,TIME(S),#TOTAL_CLASSES,#IMPACTED_CLASSES,#IMPACTED_METHODS,TEST(S),#VIOLATIONS,#MONITORS,#EVENTS
8a148f0845336fefd69d60a054695c6b5f3626f9,160,90.530,0,128,0,0,3,0,0
130f01463d35c6258d25339945117732f4b52516,11,8.829,0,1,0,0,0,0,0
e2879c1dd2ee25e5dee7bf1bf5fc01575cf64a97,0,8.567,0,0,0,0,0,0,0
8e77f963cbc0c688649504b95cc29bf09e4574c1,0,8.133,0,0,0,0,0,0,0
cbcb094b9bbf190984564392f2ee0803f2d5f87b,0,11.640,0,7,0,0,0,0,0
d311fa0ccdfd6a3fbfcda59d8dd745e48d8d868a,160,35.368,0,35,0,0,2,0,0
6322f2e2dcd6013eb3d22f14e28c036fb35f75b9,160,35.073,0,36,0,0,2,0,0
3e279e43dc87a67eef212c5325b9df3b80b3587b,160,32.897,0,35,0,0,2,0,0
1b078592e738801f3fe84975a1b50360e275ce47,160,12.955,0,15,0,0,0,0,0
b27b9f782d87244fda4ac8b5e58a297375992b1b,28,11.171,0,10,0,0,0,0,0
35781cc857d22160c77fc6d80686fabf3ec65af2,10,11.409,0,5,0,0,0,0,0
9b83e0ad4b3ff209c468af9c204ec1b900b75fb8,0,10.929,0,2,0,0,0,0,0
b6291a9712d1976dcef34a053f8ddc08719f0d85,0,10.427,0,7,0,0,0,0,0
408e5ce0131b11bda5d0efaa2bdaef3b7dc10b16,3,11.681,0,15,0,0,0,0,0
9f8a85135c9ca1cb2be7ddc810505f31087a5579,19,11.607,0,17,0,0,0,0,0
4cae9898d1fa100ce2d61249cfd8ee3a46d0d051,27,11.369,0,50,0,0,0,0,0
5c2e6b0538d2059e9d8ab31a4584e8cf904211ef,0,7.867,0,0,0,0,0,0,0
f997f7e03bda372f0175b52ceccc8a37e1467e90,26,10.873,0,17,0,0,0,0,0
2cd8e9951f92b79a0d3fb31385bf1243e78701a8,18,9.646,0,1,0,0,0,0,0
ba9fd95be1121423d902f48cf4156c6aa60aaaec,26,11.263,0,26,0,0,0,0,0
sum,968,362.234,0,407,0,0,9,0,0
arith_mean,69.14,18.11,0,23.94,0,0,2.25,0,0
geo_mean,35.96,13.89,0,12.04,0,0,2.21,0,0
