SHA,#AFFECTED_SPECS,TIME(S),#TOTAL_CLASSES,#IMPACTED_CLASSES,#IMPACTED_METHODS,TEST(S),#VIOLATIONS,#MONITORS,#EVENTS
70884f17,160,11.085,0,80,441,3.152,4,0,0
63b11acb,55,6.768,0,51,129,2.703,2,0,0
6cb9ef0d,5,5.483,0,3,6,2.737,0,0,0
99357456,0,3.727,0,0,0,2.735,0,0,0
568edb17,14,5.319,0,1,2,2.759,0,0,0
4eae3a52,41,6.026,0,15,35,2.893,2,0,0
9cf55afe,41,6.149,0,15,34,2.742,2,0,0
b36c822b,47,6.306,0,39,76,2.910,2,0,0
0282d3ab,47,6.702,0,39,78,2.895,2,0,0
46c9bfae,50,6.431,0,39,89,2.743,3,0,0
e05ce19a,51,6.565,0,45,106,2.802,5,0,0
58e9e9e4,55,7.069,0,53,123,2.778,2,0,0
9e4120fd,34,5.977,0,2,2,2.778,0,0,0
788b61cb,3,5.155,0,1,2,2.746,0,0,0
bb62b496,33,6.051,0,6,14,2.758,0,0,0
b9f73275,41,6.169,0,18,49,2.765,2,0,0
00efff7d,58,7.288,0,60,160,2.712,5,0,0
bb854ee1,0,3.749,0,0,0,2.758,0,0,0
1950b4d7,160,10.120,0,59,169,2.829,5,0,0
a6769045,55,6.746,0,51,100,2.798,2,0,0
sum,950,128.885,0,577,1615,55.993,38,0,0
arith_mean,52.78,6.44,0,32.06,89.72,2.80,2.92,0,0
geo_mean,37.60,6.25,0,17.07,38.89,2.80,2.69,0,0
